sample_num,plot,date,depth_cm,treatment,porewater_npoc_mg_C_L__exact_sample,porewater_tdn_mg_N_L__exact_sample,temp_cs655_cen_0_10cm__same_day_mean,vwc_cs655_cen_0_10cm__same_day_mean,temp_cs655_cen_20_30cm__same_day_mean,vwc_cs655_cen_20_30cm__same_day_mean,temp_cs655_cen_40_50cm__same_day_mean,vwc_cs655_cen_40_50cm__same_day_mean,nh4_ugN.mL_lysimiter.surface.chemistry__same_day,nh4_ugN_lysimiter.surface.chemistry__same_day,no3_ugN.mL_lysimiter.surface.chemistry__same_day,no3_ugN_lysimiter.surface.chemistry__same_day,npoc_ug.mL_lysimiter.surface.chemistry__same_day,npoc_ug_lysimiter.surface.chemistry__same_day,po4_ugP.mL_lysimiter.surface.chemistry__same_day,po4_ugP_lysimiter.surface.chemistry__same_day,tn_ug.mL_lysimiter.surface.chemistry__same_day,tn_ug_lysimiter.surface.chemistry__same_day
11,1,2022-08-23,10,control,0.8499,0.2626,25.0318829166667,0.3571916625,24.9714704166667,0.400832991666667,25.14594625,0.362627758333333,,,,,,,,,,
12,1,2022-09-08,10,control,1.322,0.3045,25.4589229166667,0.372080541666667,24.98989,0.4041024375,25.1249841666667,0.3627542,,,,,,,,,,
13,1,2022-11-16,10,control,0.6619,0.2745,24.0025479166667,0.410233320833333,24.1468258333333,0.4180361,24.2473304166667,0.363692854166667,,,,,,,,,,
14,2,2017-05-31,10,warmed,2.942,0.7146,28.5081754166667,0.368600683333333,27.8267816666667,0.435248241666667,27.4152554166667,0.4413819875,,,,,,,,,,
15,2,2017-12-06,10,warmed,1.2136,2.918,24.4216333333333,0.4517124875,24.7075683333333,0.448758404166667,24.76848125,0.445053404166667,,,,,,,,,,
16,2,2018-05-09,10,warmed,1.2996,0.1049,24.8375854166667,0.431170120833333,25.6162508333333,0.446368266666667,25.4729691666667,0.451497370833333,,,,,,,,,,
17,2,2018-05-22,10,warmed,1.6876,0.0668,25.1501579166667,0.438141658333333,25.7531391666667,0.450911025,25.6660779166667,0.455211579166667,0.117243079,56.27667803,0.22228708,106.6977984,,,0.20013834,96.0664032,,
18,2,2018-10-10,10,warmed,1.0152,0.0752,25.79791625,0.4421805375,26.4676470833333,0.449301925,26.363765,0.455724933333333,5.5822375,2065.427875,0.634021371,234.5879072,5.966,2207.42,0.33041079,122.2519923,5.926,2192.62
19,2,2018-11-07,10,warmed,2.332,0.0904,24.3822525,0.4390284625,24.8554891666667,0.446871633333333,25.0885308333333,0.451131325,0.879,2724.9,0.140236818,434.7341352,5.702,17676.2,0.03578888,110.945528,0.7228,2240.68
20,2,2019-09-10,10,warmed,3.592,0.2892,25.59635875,0.380888875,25.6566625,0.435988725,25.6035029166667,0.448318866666667,0.39721608,1104.260702,0.156358965,434.6779237,6.566,18253.48,0.05033376,139.9278528,0.5966,1658.548
21,2,2019-12-03,10,warmed,0.8464,0.1251,24.5255766666667,0.397404145833333,24.4668654166667,0.440495683333333,24.4633579166667,0.459019841666667,0,0,0.180934999,571.7545971,5.84,18454.4,0.02045903,64.6505348,0.5504,1739.264
22,2,2020-01-28,10,warmed,1.4642,0.1411,22.9591208333333,0.410613183333333,23.4920879166667,0.444311395833333,23.7119320833333,0.4571742375,0,0,0.475846874,1974.764529,5.696,23638.4,0.02416505,100.2849575,0.694,2880.1
23,2,2021-12-15,10,warmed,1.075,1.44,23.0511295833333,0.437483316666667,23.7683295833333,0.454717079166667,23.9162925,0.457810370833333,,,,,,,,,,
24,2,2022-08-23,10,warmed,0.9521,1.274,27.3809270833333,0.405563866666667,27.3554283333333,0.4083236375,27.0881770833333,0.432255008333333,,,,,,,,,,
25,2,2022-11-16,10,warmed,0.6333,2.717,24.7848295833333,0.437093720833333,26.5210575,0.414727825,26.70825875,0.431988820833333,,,,,,,,,,
26,3,2017-10-20,10,control,2.232,0.7554,26.0624395833333,0.464869433333333,26.0287225,0.448470625,25.9891720833333,0.460628095833333,,,,,,,,,,
27,3,2017-12-06,10,control,3.788,1.0154,24.6171175,0.480824304166667,24.6327504166667,0.461768108333333,24.6820695833333,0.4713291125,,,,,,,,,,
28,3,2018-01-17,10,control,1.9898,0.4612,23.9189676470588,0.487809929411765,23.8749964705882,0.465685958823529,24.0398870588235,0.475357205882353,,,,,,,,,,
29,3,2018-01-30,10,control,1.628,0.3644,23.3354908333333,0.49045555,23.57314875,0.457244341666667,23.7830879166667,0.466089475,0,0,0.0294066,127.330578,9.678,41905.74,0.15975811,691.7526163,0.5692,2464.636
30,3,2018-02-13,10,control,1.4292,0.7346,22.8802225,0.493986795833333,23.2783270833333,0.463852079166667,23.53963125,0.474055408333333,0.082936735,25.71038798,5.0027477,1550.851787,11.222,3478.82,0.27547459,85.3971229,0.7694,238.514
31,3,2018-02-27,10,control,1.0642,0.0889,22.3123208333333,0.494155554166667,22.8669675,0.462351025,23.1747579166667,0.472429504166667,0.030923892,239.6601597,5.4182615,41991.52663,8.614,66758.5,0,0,0.6688,5183.2
32,3,2018-05-09,10,control,0.5476,0.111,24.959045,0.463065258333333,25.1639016666667,0.4583625875,25.0460675,0.470161254166667,,,,,,,,,,
33,3,2018-05-22,10,control,1.2156,0.1052,25.03459375,0.4683215125,25.2179716666667,0.460502675,25.1787279166667,0.470870529166667,0.783450143,50.9242593,1.15693664,75.2008816,19.634,1276.21,0.3170602,20.608913,3.328,216.32
34,3,2018-10-23,10,control,2.334,0.3498,24.87390125,0.480738175,24.971515,0.467626241666667,25.0778133333333,0.475995820833333,0,0,0.409459602,499.5407142,9.564,11668.08,0.15022074,183.2693028,0.9636,1175.592
35,3,2018-11-07,10,control,1.3154,0.1365,23.9754120833333,0.478349983333333,24.19180125,0.463801416666667,24.4128570833333,0.470851354166667,0,0,0.090827735,602.1878821,4.872,32301.36,0.03263552,216.3734976,0.4682,3104.166
36,3,2019-11-05,10,control,0.489,0.9698,24.1674016666667,0.4645367875,24.2300533333333,0.462687975,24.39701375,0.47377625,1.0633704,116.970744,5.392079577,593.1287534,36.72,4039.2,0.08716739,9.5884129,6.18,679.8
37,3,2019-12-17,10,control,0.4392,2.024,23.3082575,0.476202758333333,23.6412579166667,0.467706,23.7808433333333,0.4738501875,0.07342344,7.342344,12.17298315,1217.298315,23.5,2350,0.05690156,5.690156,10.942,1094.2
38,3,2019-12-31,10,control,0.4892,1.6648,23.46218875,0.477436104166667,23.5994420833333,0.4666765,23.7373158333333,0.4723225875,0.35022048,224.1411072,9.264220762,5929.101288,20.82,13324.8,0.11681555,74.761952,8.278,5297.92
39,3,2020-01-28,10,control,0.8372,0.7864,22.2999791666667,0.485170125,22.6554708333333,0.463666225,22.9457895833333,0.4675064125,0.02086704,87.641568,2.640603518,11090.53478,8.63,36246,0.02272382,95.440044,1.4986,6294.12
40,3,2020-03-10,10,control,0.6118,0.7986,22.2048579166667,0.4806937375,22.5594558333333,0.46353415,22.7896866666667,0.468586408333333,4.139,579.46,7.119037288,996.6652203,27,3780,0.0827794,11.589116,8.908,1247.12
41,3,2021-12-15,10,control,0.5207,1.267,,,23.5320883333333,0.460434441666667,23.64761875,0.466517429166667,,,,,,,,,,
42,3,2022-09-08,10,control,1.137,0.8459,24.9769308333333,0.453474979166667,24.8790591666667,0.442175625,24.945645,0.456864233333333,,,,,,,,,,
43,3,2022-11-16,10,control,0.4248,1.091,23.5866983333333,0.4662562125,24.1469383333333,0.44113945,24.2475720833333,0.457398745833333,,,,,,,,,,
44,3,2023-05-30,10,control,0.7577,1.478,24.1844683333333,0.441055541666667,24.7302716666667,0.425492416666667,24.6298466666667,0.441150016666667,,,,,8.459,5075.4,,,2.157,1294.2
45,3,2023-12-27,10,control,0.4166,0.1503,21.9962508333333,0.457177754166667,22.9755145833333,0.441292525,23.2418254166667,0.4590734125,,,,,8.188,0,,,1.039,0
46,3,2024-04-16,10,control,0.9611,0.137,24.23388875,0.437820120833333,24.0269670833333,0.448654520833333,22.9017,,,,,,9.248,6473.6,,,1.4,980
47,3,2024-04-30,10,control,1.232,0.277,23.5984216666667,0.447509704166667,23.9160658333333,0.448507620833333,,,,,,,6.454,3356.08,,,1.203,625.56
48,4,2017-10-20,10,warmed,2.042,1.873,26.6085679166667,0.402977775,26.2788329166667,0.437942616666667,26.2366054166667,0.3754565375,,,,,,,,,,
49,4,2017-12-06,10,warmed,2.952,1.5928,24.74991625,0.464362483333333,24.7956604166667,0.449066845833333,24.8352441666667,0.3959882125,,,,,,,,,,
50,4,2018-01-17,10,warmed,2.952,0.3426,24.3143070588235,0.480728970588235,24.1663658823529,0.449810341176471,24.2680747058824,0.391327082352941,,,,,,,,,,
51,4,2018-01-30,10,warmed,2.844,0.474,23.7265808333333,0.463373604166667,23.8780833333333,0.446004341666667,24.0135970833333,0.384793204166667,0.732543955,505.4553292,0.16329438,112.6731222,22.08,15235.2,0.60574871,417.9666099,2.214,1527.66
52,4,2018-02-13,10,warmed,2.484,0.3436,23.2021079166667,0.477233325,23.61099375,0.45067925,23.8082854166667,0.376660454166667,1.21836605,182.7549075,0.12020406,18.030609,19.03,2854.5,0.04826046,7.239069,2.118,317.7
53,4,2018-02-27,10,warmed,2.122,0.2894,22.3599766666667,0.501543733333333,23.2110466666667,0.451490266666667,23.40461875,0.3850951375,0.47137308,155.5531164,3.661305,1208.23065,17.416,5747.28,0.0579035,19.108155,1.414,466.62
54,4,2018-05-09,10,warmed,2.292,0.2318,25.2658566666667,0.460815270833333,25.588505,0.448129416666667,25.4335316666667,0.402758195833333,,,,,,,,,,
55,4,2018-05-22,10,warmed,1.8766,0.176,25.4701625,0.471138183333333,25.7403233333333,0.445695945833333,25.6387983333333,0.395153108333333,0,0,0,0,12.524,4007.68,0.20074103,64.2371296,0.838,268.16
56,4,2018-10-23,10,warmed,2.962,0.2584,25.4200766666667,0.443717341666667,25.9975358333333,0.443119329166667,26.0066533333333,0.380654070833333,0.10388625,157.9071,0.142435244,216.5015703,17.144,26058.88,0.05777541,87.8186232,1.543,2345.36
57,4,2018-11-07,10,warmed,2.426,0.5678,24.5374291666667,0.439676370833333,25.0751154166667,0.447115816666667,25.2214645833333,0.396075445833333,0.071,265.54,0.158536478,592.9264283,13.434,50243.16,0.02768024,103.5240976,1.0584,3958.416
58,4,2019-11-05,10,warmed,2.524,0.4982,25.0849829166667,0.341078470833333,25.2380304166667,0.413964195833333,25.35099375,0.400650745833333,0.10145352,35.508732,0.859749702,300.9123956,25.54,8939,0.05937224,20.780284,2.558,895.3
59,4,2019-12-17,10,warmed,2.904,0.7808,24.8106595833333,0.349858325,25.2774233333333,0.434950120833333,25.3560316666667,0.423829404166667,0,0,0.728332831,320.4664456,16.296,7170.24,0.0457835,20.14474,1.9214,845.416
60,4,2019-12-31,10,warmed,2.148,1.1688,25.9656229166667,0.337676379166667,25.4674570833333,0.426010191666667,25.4247945833333,0.402782954166667,0.17072016,363.6339408,0.412725385,879.1050708,7.728,16460.64,0.04393049,93.5719437,0.8458,1801.554
61,4,2020-01-28,10,warmed,4.56,0.6084,24.3263045833333,0.349571525,24.5316883333333,0.433793991666667,24.7192241666667,0.406816854166667,0.01817184,44.521008,0.713845932,1748.922533,9.098,22290.1,0.0334301,81.903745,1.3002,3185.49
62,4,2020-03-10,10,warmed,3.544,0.2428,23.5470204166667,0.32976735,23.9357020833333,0.431375304166667,24.1543991666667,0.419886991666667,0,0,0.424779644,246.3721933,11.162,6473.96,0.04508372,26.1485576,1.2158,705.164
63,4,2021-12-15,10,warmed,0.3578,1.331,25.04396375,0.426824279166667,25.8428883333333,0.431128858333333,25.8954825,0.399150995833333,,,,,,,,,,
64,4,2022-09-08,10,warmed,1.361,0.8277,25.9683229166667,0.337661108333333,27.6400604166667,0.41516995,28.03762625,0.396483691666667,,,,,,,,,,
65,4,2022-11-16,10,warmed,1.2638,0.7016,25.86578125,0.397938870833333,26.3111045833333,0.422407154166667,26.45148375,0.398701258333333,,,,,,,,,,
66,4,2023-05-30,10,warmed,0.584,0.7821,24.2904591666667,0.31580485,24.8656041666667,0.383201241666667,25.02936,0.363842708333333,,,,,7.834,5170.44,,,1.292,852.72
67,4,2023-12-27,10,warmed,0.5738,0.6126,23.241285,0.418130533333333,23.964275,0.429628854166667,24.4069358333333,0.3976142,,,,,7.74,15480,,,1.953,3906
68,4,2024-04-16,10,warmed,0.9523,0.4537,25.87747875,0.413427054166667,25.3246970833333,0.435270945833333,25.3092,,,,,,8.918,17122.56,,,0.998,1916.16
69,4,2024-04-30,10,warmed,0.7608,0.5509,24.5510175,0.435960395833333,24.8640816666667,0.435917120833333,,,,,,,7.395,13015.2,,,1.033,1818.08
70,5,2017-05-31,10,control,1.396,0.673,24.2175625,0.260458325,24.75512125,0.461447545833333,24.667175,0.473858654166667,,,,,,,,,,
71,5,2018-10-10,10,control,1.0968,0.1489,25.0029454166667,0.465683316666667,25.4279933333333,0.4777418125,25.53147,0.489690958333333,0.23839875,500.637375,0.11140489,233.9502692,27.22,57162,0.14499784,304.495464,1.7644,3705.24
72,5,2018-10-23,10,control,1.8758,0.2694,24.7892208333333,0.471430545833333,25.0551545833333,0.476428195833333,25.1559570833333,0.480915145833333,0.03531125,131.35785,0.059143242,220.0128603,18.224,67793.28,0.0217374,80.863128,1.3674,5086.728
73,5,2019-09-10,10,control,2.488,0.4022,25.55892125,0.4172305375,25.5924275,0.458891858333333,25.5305245833333,0.456802266666667,0,0,0.526267859,1689.319828,9.644,30957.24,0.0285776,91.734096,0.8382,2690.622
74,5,2019-12-17,10,control,1.07,0.6306,23.47678375,0.446214575,23.8613483333333,0.480246979166667,23.96871375,0.495087933333333,0,0,2.556786459,1482.936146,20.24,11739.2,0.0499013,28.942754,3.018,1750.44
75,5,2020-01-28,10,control,0.7518,0.2756,22.4952495833333,0.452978470833333,22.8535633333333,0.4766447125,23.0997545833333,0.475367533333333,0.10064496,141.9093936,1.022209928,1441.315998,13.506,19043.46,0.03775379,53.2328439,1.4882,2098.362
76,5,2020-02-25,10,control,1.7206,0.1648,22.50676375,0.466992413636364,22.66524,0.48170555,22.8399541666667,0.495338783333333,0,0,0.396785815,269.8143539,15.928,10831.04,0.04594044,31.2394992,1.365,928.2
77,5,2020-03-10,10,control,1.5534,0.143,22.4537533333333,0.444075679166667,22.8531141666667,0.477406958333333,23.0353179166667,0.484657616666667,0.637,242.06,0.351995688,133.7583615,21.64,8223.2,0.11233624,42.6877712,1.5444,586.872
78,5,2020-07-28,10,control,2.4348,0.3498,25.9029558333333,0.4378722125,25.84222875,0.4654095375,25.7397754166667,0.453876383333333,0.288,34.56,2.085523481,250.2628178,35.36,4243.2,0.131,15.72,3.208,384.96
79,5,2020-09-09,10,control,2.5244,1.0128,25.9865225,0.4562479125,25.8928666666667,0.469007879166667,25.868385,0.466954683333333,,,,,,,,,,
80,5,2020-10-06,10,control,3.1376,2.5116,24.4091404166667,0.465204145833333,25.18176,0.470450366666667,25.2837466666667,0.471702,0.016,10.72,1.034683326,693.2378285,24.88,16669.6,0.116,77.72,1.9758,1323.786
81,5,2020-11-05,10,control,0.9306,1.3366,24.0136529166667,0.4602361,24.7761120833333,0.469628870833333,25.0434633333333,0.459781920833333,,,,,,,,,,
82,5,2021-02-09,10,control,1.1688,1.378,21.91027375,0.471529145833333,22.5682741666667,0.46778555,22.80030125,0.461912629166667,0.016,13.12,1.087460772,891.7178333,23.54,19302.8,0.031,25.42,2.222,1822.04
83,5,2021-02-23,10,control,1.1652,1.142,21.8035320833333,0.4741617875,22.3885625,0.465388045833333,22.6304975,0.458462429166667,0.034,12.58,0.892951896,330.3922015,25.68,9501.6,0.051,18.87,2.354,870.98
84,5,2021-06-03,10,control,1.0728,2.16,,,24.4285004166667,0.464817583333333,24.41289125,0.464881979166667,,,,,,,,,,
85,5,2021-12-15,10,control,1.386,0.3594,22.8451645833333,0.498454845833333,23.5974541666667,0.475452758333333,23.8025045833333,0.463218258333333,,,,,,,,,,
86,5,2022-08-23,10,control,1.277,0.3705,24.47671875,0.345159704166667,24.9588695833333,0.463350166666667,25.1565395833333,0.4859831,,,,,,,,,,
87,5,2022-09-08,10,control,1.494,0.8108,24.8801741666667,0.3700534625,24.9368708333333,0.462744383333333,25.0883845833333,0.480324741666667,,,,,,,,,,
88,5,2022-11-16,10,control,0.7201,0.443,23.5478545833333,0.470594429166667,24.197085,0.466627579166667,24.3707616666667,0.478558404166667,,,,,,,,,,
89,6,2017-05-31,10,warmed,1.8816,0.3264,27.94084625,0.336204158333333,27.5885308333333,0.412515579166667,27.1705925,0.388454704166667,,,,,,,,,,
90,6,2018-10-10,10,warmed,1.3818,0.2318,25.73839125,0.4675388625,26.68661,0.4332230125,26.4914291666667,0.426152116666667,0.0139475,65.2743,0.023213359,108.6385199,5.548,25964.64,0.02852717,133.5071556,0.3418,1599.624
91,6,2018-10-23,10,warmed,2.262,0.4944,25.16323375,0.480559708333333,25.75822125,0.432067204166667,25.7065470833333,0.414986333333333,0.01632125,35.4171125,0.038728536,84.04092252,6.56,14235.2,0.02069282,44.9034194,0.4594,996.898
92,6,2019-09-10,10,warmed,1.181,0.5148,25.6135054166667,0.4391603875,25.64494125,0.426100770833333,25.540065,0.4124776875,2.5775436,7913.058852,0.14857141,456.1142278,6.346,19482.22,0.03519904,108.0610528,0.7002,2149.614
93,6,2019-12-17,10,warmed,0.7516,1.0064,24.9413475,0.461133329166667,25.4079333333333,0.4353654375,25.1867591666667,0.42216585,0,0,2.21530955,509.5211966,12.84,2953.2,0.05278376,12.1402648,2.602,598.46
94,6,2020-01-28,10,warmed,2.45,0.5356,23.9007416666667,0.4703486,24.5605370833333,0.432044495833333,24.4764225,0.421029366666667,1.13021136,1164.117701,0.633133208,652.1272043,7.482,7706.46,0.02951819,30.4037357,0.9926,1022.378
95,6,2020-02-25,10,warmed,0.8338,0.4674,24.36875125,0.47131665,24.6701020833333,0.438763016666667,24.44030625,0.43921325,0,0,0.287298839,560.2327358,8.344,16270.8,0.03930086,76.636677,0.8244,1607.58
96,6,2020-03-10,10,warmed,1.2874,0.4928,23.8177608333333,0.461033316666667,24.2307845833333,0.431162554166667,24.1214666666667,0.422394625,0.012,12.12,0.542353725,547.7772627,11.264,11376.64,0.03266128,32.9878928,1.3886,1402.486
97,6,2020-07-28,10,warmed,1.274,0.2035,27.3314116666667,0.441261095833333,27.48863375,0.424402016666667,27.147075,0.3987275125,0.207,130.41,0.616329168,388.2873761,21.52,13557.6,0.082,51.66,1.8192,1146.096
98,6,2020-09-09,10,warmed,1.8148,0.1586,27.1219366666667,0.4420930375,27.1229175,0.430123704166667,26.778895,0.419972641666667,,,,,,,,,,
99,6,2020-10-06,10,warmed,2.5136,0.2338,25.8313904166667,0.436189575,26.8051066666667,0.432433666666667,26.6691666666667,0.420835533333333,0.087,181.83,2.387763895,4990.42654,7.19,15027.1,0.044,91.96,2.394,5003.46
100,6,2020-11-05,10,warmed,1.279,0.6848,25.4888016666667,0.440495816666667,26.4535825,0.429085516666667,26.4524408333333,0.4010754125,,,,,,,,,,
101,6,2021-02-09,10,warmed,1.1396,0.2926,23.7502195833333,0.4309097,24.5583529166667,0.426679575,24.4382383333333,0.398493470833333,0.094,240.64,0.724367429,1854.380619,5.642,14443.52,0.026,66.56,1.1128,2848.768
102,6,2021-02-23,10,warmed,1.556,0.322,23.7349825,0.435477058333333,24.4024208333333,0.422803170833333,24.33970625,0.39286175,0,0,0.944042692,1010.12568,9.452,10113.64,0.013,13.91,1.3602,1455.414
103,6,2021-06-03,10,warmed,1.1772,0.1229,,,25.2861254166667,0.392395320833333,25.33978125,0.3817341875,,,,,,,,,,
104,6,2021-12-15,10,warmed,0.4683,0.07118,26.0238683333333,0.421320120833333,26.1447470833333,0.417193820833333,25.8354125,0.39438785,,,,,,,,,,
105,6,2022-08-23,10,warmed,1.091,0.2005,28.7008545833333,0.351302075,28.3702979166667,0.414725445833333,28.0399925,0.4000271375,,,,,,,,,,
106,6,2022-09-08,10,warmed,1.2,0.3461,26.1256129166667,0.372197216666667,27.0466675,0.413898783333333,27.300235,0.39843055,,,,,,,,,,
107,6,2022-11-16,10,warmed,0.4079,0.3408,27.7480204166667,0.4128465125,26.9129583333333,0.416830975,26.5863541666667,0.400280270833333,,,,,,,,,,
108,1,2020-02-25,30,control,0.5174,0.4254,22.3377958333333,0.412309016666667,22.3749245833333,0.440170108333333,22.6425075,0.411952933333333,0,0,0.183410629,89.8712082,8.156,3996.44,0.04251356,20.8316444,0.8922,437.178
109,1,2021-09-21,30,control,0.6906,0.5282,25.7029,,25.2229558333333,0.432314575,25.23315625,0.390206654166667,0.155,184.45,0.848957784,1010.259763,6.632,7892.08,0.113,134.47,1.4728,1752.632
110,1,2022-08-23,30,control,0.673,0.5947,25.0318829166667,0.3571916625,24.9714704166667,0.400832991666667,25.14594625,0.362627758333333,,,,,,,,,,
111,1,2022-09-08,30,control,0.7155,0.4692,25.4589229166667,0.372080541666667,24.98989,0.4041024375,25.1249841666667,0.3627542,,,,,,,,,,
112,1,2022-11-16,30,control,0.4463,0.2907,24.0025479166667,0.410233320833333,24.1468258333333,0.4180361,24.2473304166667,0.363692854166667,,,,,,,,,,
113,1,2023-01-12,30,control,2.089,0.3383,22.6286833333333,0.388586791666667,22.61975,0.41547387826087,22.7885313043478,0.367791830434783,,,,,,,,,,
114,1,2023-05-30,30,control,0.03015,0.01159,24.6920841666667,0.271207633333333,24.6365433333333,0.348662970833333,24.6291779166667,0.30869525,,,,,7.796,9900.92,,,1.787,2269.49
115,1,2023-08-22,30,control,0.6321,0.162,25.02695875,0.377132633333333,25.7025625,0.4063758125,25.8993441666667,0.366005320833333,,,,,9.804,8921.64,,,1.531,1393.21
116,1,2023-12-12,30,control,1.432,0.4245,23.4299241666667,0.390685404166667,24.1039529166667,0.4076364125,24.25953,0.369534641666667,,,,,14.99,3297.8,,,3.624,797.28
117,2,2020-02-25,30,warmed,0.6204,0.1069,22.85004,0.419070808333333,23.1254541666667,0.446222633333333,23.37008125,0.4744582,0,0,0.673613679,626.4607217,8.286,7705.98,0.0356598,33.163614,1.4696,1366.728
118,2,2021-09-21,30,warmed,0.8926,0.2952,26.1239479166667,0.420445129166667,25.5512020833333,0.454368383333333,25.3030270833333,0.4658783875,0,0,0.358817533,1008.277268,3.168,8902.08,0.032,89.92,0.4894,1375.214
119,2,2022-08-23,30,warmed,0.6738,0.6268,27.3809270833333,0.405563866666667,27.3554283333333,0.4083236375,27.0881770833333,0.432255008333333,,,,,,,,,,
120,2,2022-09-08,30,warmed,0.936,0.3236,26.1880591666667,0.423354841666667,26.61172375,0.409577958333333,26.79174625,0.430277245833333,,,,,,,,,,
121,2,2022-11-16,30,warmed,0.4624,0.4942,24.7848295833333,0.437093720833333,26.5210575,0.414727825,26.70825875,0.431988820833333,,,,,,,,,,
122,2,2023-01-12,30,warmed,1.922,1.077,22.4362558333333,0.412454158333333,22.7570726086957,0.419222330434783,22.9495160869565,0.429650765217391,,,,,,,,,,
123,2,2023-05-30,30,warmed,0.3931,0.4453,24.4485095833333,0.363635408333333,24.98539375,0.400524220833333,24.8791,0.417194370833333,,,,,12.41,10920.8,,,1.328,1168.64
124,2,2023-08-22,30,warmed,0.801,0.315,26.3783266666667,0.433788879166667,26.8955025,0.4315167375,26.8234304166667,0.444907541666667,,,,,14.39,8058.4,,,0.8654,484.624
125,2,2023-12-12,30,warmed,0.5818,0.9126,25.3810395833333,0.371774291666667,25.6888191666667,0.422010916666667,25.3381158333333,0.435244225,,,,,15.88,2382,,,2.107,316.05
126,3,2017-05-31,30,control,0.6772,0.0917,24.43335625,0.438754841666667,24.8701995833333,0.43984615,24.78867,0.442119170833333,,,,,,,,,,
127,3,2017-11-22,30,control,0.9446,0.6694,24.5424554166667,0.475164583333333,25.0802416666667,0.4496785,25.2740683333333,0.461667654166667,,,,,,,,,,
128,3,2017-12-06,30,control,0.8906,0.9706,24.6171175,0.480824304166667,24.6327504166667,0.461768108333333,24.6820695833333,0.4713291125,,,,,,,,,,
129,3,2018-01-03,30,control,1.2464,0.344,22.6760241666667,0.4821347125,23.4342608333333,0.451991558333333,23.8839345833333,0.462598466666667,,,,,,,,,,
130,3,2018-01-30,30,control,1.0358,0.173,23.3354908333333,0.49045555,23.57314875,0.457244341666667,23.7830879166667,0.466089475,0,0,0.0294066,127.330578,9.678,41905.74,0.15975811,691.7526163,0.5692,2464.636
131,3,2018-02-27,30,control,1.156,0.2342,22.3123208333333,0.494155554166667,22.8669675,0.462351025,23.1747579166667,0.472429504166667,0.030923892,239.6601597,5.4182615,41991.52663,8.614,66758.5,0,0,0.6688,5183.2
132,3,2018-05-09,30,control,0.444,0.0645,24.959045,0.463065258333333,25.1639016666667,0.4583625875,25.0460675,0.470161254166667,,,,,,,,,,
