plot,date,simpson.div_0.10 cm_fticr,simpson.div_10.30 cm_fticr,mol.richness_0.10 cm_fticr,mol.richness_10.30 cm_fticr,mean.lambda_0.10 cm_fticr,mean.lambda_10.30 cm_fticr,mean.CUE_0.10 cm_fticr,mean.CUE_10.30 cm_fticr,mean.nosc_0.10 cm_fticr,mean.nosc_10.30 cm_fticr
3,2017-10-20,152.04000203449112,,559,,0.036144860821933855,,0.5541165613433043,,-0.6131400497407725,
3,2017-12-06,1053.219667640988,22.987938674161104,2743,141,0.04287773281517396,0.03613978795906902,0.515725159191543,0.5654673226404356,-0.22261560455501872,-0.723364165677978
3,2018-01-17,42.73801045801332,,284.3333333333333,,0.03574774444057378,,0.5531777258001979,,-0.6006312682250969,
3,2018-01-30,359.13635432123834,120.3106910397545,1128.6666666666667,465.6666666666667,0.036573825710018035,0.03643114620228574,0.5422914963460819,0.5632135717964465,-0.49230806178638836,-0.7043285864632215
3,2018-02-13,47.645233674302816,,151.5,,0.036416816794446805,,0.5612370611241926,,-0.6836510054423564,
3,2018-02-27,70.12548790776111,87.00163372289333,298,478.5,0.032386433404846815,0.034203044670906194,0.5602102539247135,0.5679994196613228,-0.672319553150309,-0.7498552374839476
3,2018-05-09,73.35035779737876,201.19880685943664,488,883,0.03285861363843781,0.033743723540804405,0.5635894962193393,0.5624393005145578,-0.7063882094217805,-0.6957148998659675
3,2018-05-22,51.33888572346406,,142,,0.03707587589526301,,0.5674403553332072,,-0.7562784492032298,
3,2018-10-23,82.7090658305031,,194.33333333333334,,0.03872518688743581,,0.5485720411633365,,-0.5600986239172058,
3,2018-11-07,29.2321493007876,208.03834770190545,60,924,0.035801083616366365,0.034932283495891406,0.5830414681044355,0.5622871928662062,-0.9121001775404458,-0.694853579750518
3,2019-11-05,20.85487669863638,,162.5,,0.028269722488086527,,0.5748215404563641,,-0.8142927401120961,
3,2019-12-17,97.81672132866976,,596.5,,0.028394781433495463,,0.566765496463441,,-0.737481007231221,
3,2019-12-31,87.58126572732704,,515,,0.031056622505918667,,0.5630508103849425,,-0.6986136711729163,
3,2020-01-28,63.92583814398172,,391,,0.033304464406629986,,0.5670144799470367,,-0.7370723479046701,
3,2020-03-10,69.65923198890951,111.35004614106302,446,562.5,0.028863491206818265,0.03594902437564345,0.5669729193843229,0.5659881377571021,-0.7392425711511431,-0.7308944243176734
3,2021-12-15,65.66896503395945,57.7785608374122,374.3333333333333,242,0.02673071450706554,0.03274192241061196,0.5743232412911651,0.5676776910229753,-0.8115067769020369,-0.74621386681026
3,2022-09-08,72.62855004621599,,297.5,,0.03618654752377698,,0.5659251329663026,,-0.729610573555434,
3,2022-11-16,116.07016566489034,,623.5,,0.023927707311809404,,0.5650728843535185,,-0.7194689199996532,
3,2023-05-30,88.95457355332428,332.3768008574958,410,1088.5,0.030424904986357824,0.03112994651683365,0.5619963153974711,0.5557359473360146,-0.6991519305888232,-0.6334551885455808
3,2023-12-27,46.82415849836967,,297,,0.0279674882116408,,0.5684706172130334,,-0.7519477712181021,
3,2024-04-16,68.58366371922861,,420.6666666666667,,0.027848431119066704,,0.5727348782301674,,-0.8004086102217248,
3,2024-04-30,126.45288741812764,,600,,0.030957482026711225,,0.5533599296364,,-0.6147538990199697,
4,2017-10-20,534.2105065068516,,1490.5,,0.0362070950200334,,0.5347097589550738,,-0.41446815977906115,
4,2017-12-06,848.5941173111943,159.92595870495032,2333.5,514.5,0.0402024048256889,0.03029070818144646,0.520761148846106,0.5565237496931399,-0.2729765400738735,-0.6340398007582362
4,2018-01-17,670.9524517288841,,1790.5,,0.03784361301665143,,0.5281253117802166,,-0.3481692215867145,
4,2018-01-30,914.1017954919491,138.75709517224323,2403,545.6666666666666,0.04112957716100738,0.03542603660403856,0.5297581143897627,0.5520769392300777,-0.3650886369937077,-0.5903664836308113
4,2018-02-13,1004.7606554019247,,2390.5,,0.03805026421124377,,0.5325473782076728,,-0.3933018198662722,
4,2018-02-27,809.4336821923343,70.54051086901637,2097,168.5,0.039850034723886776,0.037753768760296715,0.5313202001547506,0.5523197128859519,-0.38114433581398294,-0.5913254697466551
4,2018-05-09,760.1873346079553,312.07964290805666,2303,1192,0.04120935411527238,0.03308605268648086,0.52355997238671,0.5515429830465247,-0.3025171362121679,-0.5860512568058297
4,2018-05-22,788.2822332220617,,2216,,0.03847088693432224,,0.5314782348980811,,-0.3824745494709692,
4,2018-10-23,1251.9313814750053,,3359,,0.039611556840790346,,0.526499879208454,,-0.33083899198294037,
4,2018-11-07,773.1278219094819,184.5742735673353,2061,829.5,0.038652878860511095,0.03130981799489527,0.5323008415550835,0.5492742420170993,-0.39085729916064615,-0.5590739252502701
4,2019-11-05,983.4322983182187,,2553.5,,0.04100555069162329,,0.5220255759174524,,-0.2858562657587268,
4,2019-12-17,1025.6284991856191,,2528.5,,0.0396120662105406,,0.5244083751482225,,-0.31023966859709207,
4,2019-12-31,1473.4261439795546,,3778.5,,0.038723007855304685,,0.5256829209650026,,-0.3226128057582316,
4,2020-01-28,1771.9682742393409,,5576.5,,0.040874546086689945,,0.5109133805625283,,-0.16837634087959055,
4,2020-03-10,2322.144971060772,289.2848218677991,7220.5,997,0.03804526172916714,0.030181858726009127,0.5192514229103062,0.5529239104294543,-0.2554424398805864,-0.5966061273950927
4,2021-12-15,192.80853075932785,208.08993565336053,480.3333333333333,831,0.036554244477143664,0.030924454179237414,0.55400612721891,0.5491169051310969,-0.6117014586397982,-0.5580474298597236
4,2022-09-08,235.4085549352301,,595,,0.035698943938188274,,0.5563823239711722,,-0.6353369982174695,
4,2022-11-16,280.43905954526974,,643,,0.036362369392085286,,0.5515931407351653,,-0.587017887925384,
4,2023-05-30,331.52678543346485,62.87167727975164,755,399.5,0.03441900789361028,0.03060538887948547,0.5562078276863007,0.5566999590512225,-0.6326614956853782,-0.6352054347163036
4,2023-12-27,293.93328127138113,,1086,,0.03462549939536076,,0.553764547261636,,-0.6075920047429137,
4,2024-04-16,199.59760192427618,,554.6666666666666,,0.035584825272662705,,0.5536968217382638,,-0.6073862177347632,
4,2024-04-30,255.21036711220643,,729,,0.03388967040504885,,0.5553952635948769,,-0.624716433988124,
5,2017-05-31,466.44211917487263,,829.6666666666666,,0.03782214407101764,,0.5406416336374802,,-0.476022592469481,
5,2018-10-10,32.40596138385199,,321,,0.03379378668043859,,0.557374107629224,,-0.6420816124902469,
5,2018-10-23,634.0047754309992,,1974.6666666666667,,0.035164183960328235,,0.5463375213492003,,-0.5363468361824373,
5,2019-09-10,807.395737421305,,2241.25,,0.037565118444790505,,0.5338268718365171,,-0.4051857226240527,
5,2019-12-17,284.66635655864013,,1050.3333333333333,,0.03404589289176783,,0.5469275802904977,,-0.5381646777754412,
5,2020-01-28,164.3907275712299,,862,,0.03473088883389749,,0.5451838327777259,,-0.5197110660270117,
5,2020-02-25,317.02150699172074,,1337,,0.03474461741788743,,0.5455807779977662,,-0.5252831559169081,
5,2020-03-10,480.3560359218267,,1543,,0.03577579958783261,,0.5432723864252962,,-0.5016974599177793,
5,2020-07-28,785.8025800598118,203.11254138527363,2215.5,673.5,0.03595516707164332,0.025745459556025547,0.5365292578284586,0.5610469260965634,-0.43277885827462637,-0.6784433153768252
5,2020-09-09,656.8427034946244,,1859,,0.03589350311962602,,0.5368741126734657,,-0.4364803501462087,
5,2020-10-06,415.63254013572697,79.67656091819282,1414,375.3333333333333,0.03454313486247302,0.028254533937067974,0.5453731648103052,0.560526511773087,-0.5229327725772257,-0.6711437474023016
5,2020-11-05,1007.8579573391241,60.113478944911485,2784.5,245.66666666666666,0.033667812880085676,0.028853182164235745,0.5416970158095111,0.5685178878798416,-0.48493098570863435,-0.7509694391459341
5,2021-02-09,519.1538779641446,,1646.6666666666667,,0.03395646105922167,,0.5438914256179282,,-0.5069258906363925,
5,2021-02-23,773.7681309580735,42.04726638802936,2198.5,236,0.03444977527687269,0.030569440251425627,0.5422622077252396,0.5696538120634471,-0.4908368049792037,-0.7593114541799701
5,2021-06-03,803.8418062551095,,2166.5,,0.032957866363289734,,0.5479957162020354,,-0.5496543016994837,
5,2021-12-15,1350.757591496221,,3505.6666666666665,,0.03376585571686197,,0.543437609226375,,-0.5051222576157092,
5,2022-08-23,767.6463309664267,26.72986456338298,2237,105,0.03417120918224166,0.027320366863044593,0.547921339880429,0.5719582672618828,-0.5486516903719504,-0.7857908333212256
5,2022-09-08,297.95441058162334,23.837498348331433,501.3333333333333,67.5,0.03526302724889924,0.03959979979104412,0.5438856534607757,0.5714587108031515,-0.5078172505283152,-0.7814711032296773
5,2022-11-16,935.4134783732202,,2450,,0.03271445577395403,,0.5468104706510637,,-0.5369852403255025,
6,2017-05-31,363.6477090922872,,1337,,0.037836417230562386,,0.5392303374116072,,-0.46045836808447405,
6,2018-10-10,488.52109693243665,,1632,,0.03443283150365088,,0.5502585583937765,,-0.5755946386122823,
6,2018-10-23,771.9661350105268,,2202.5,,0.035911868136020625,,0.5453986843373966,,-0.5291885149286255,
6,2019-09-10,527.3036777740821,,1632.5,,0.032210123416814576,,0.5478489748399886,,-0.5477669906204456,
6,2019-12-17,465.1379558262839,,1549,,0.0316188048720379,,0.5494255458850625,,-0.5642216794780256,
6,2020-01-28,850.0136574471651,,2263,,0.039519476640409903,,0.5218885458286323,,-0.2833740221693162,
6,2020-02-25,181.25058476123885,,864.5,,0.031938409279606686,,0.5516800961707957,,-0.5867182744992154,
6,2020-03-10,669.161760503494,,1838,,0.033687343386895365,,0.5417566622972859,,-0.4864015216788277,
6,2020-07-28,483.73016916733275,,1663,,0.03369956168752886,,0.5440985297164186,,-0.5094952040895646,
6,2020-09-09,545.3978727402762,588.7014811339901,1650.5,1475.25,0.033122264496814824,0.03530850662136595,0.5446897031900584,0.53768114564059,-0.5158627620577281,-0.44421030387350524
6,2020-10-06,438.66058868055904,136.32080359252518,1517.5,683.6666666666666,0.03168020700096461,0.040867179709387275,0.550742705510426,0.5292711047473962,-0.5765288624727851,-0.36076965475561074
6,2020-11-05,1173.061884008196,,3065.5,,0.03804946229811125,,0.5296906245102245,,-0.36338089065347756,
6,2021-02-09,237.02425059811912,,476,,0.03093085792574038,,0.5463765486522292,,-0.5302010733215312,
6,2021-02-23,467.8040824597506,686.3068981681631,1470.5,1806,0.03305948397582253,0.04248373221248815,0.5462085422034455,0.5204462088639019,-0.5313212647511018,-0.26997455033640455
6,2021-06-03,594.1620960578093,,1622,,0.03273091867599981,,0.552759531091576,,-0.5986347674983358,
6,2021-12-15,85.76690601819328,,462.5,,0.03060690157428908,,0.5555391111119589,,-0.622737100826346,
6,2022-08-23,233.92224685686847,31.43356010644097,553,219.5,0.03101793957293673,0.031064402378194814,0.5566995386269327,0.5666250703724295,-0.6356170283829952,-0.7360839241003492
6,2022-09-08,44.80527152141387,75.94719960728294,188,433.3333333333333,0.03055668312649218,0.03283925295720049,0.5665212670066566,0.5567782117098253,-0.7340389641674887,-0.6356352917611393
6,2022-11-16,242.89066799130788,,893.3333333333334,,0.030250694891349694,,0.5529257331406634,,-0.5976196640914694,
1,2020-02-25,,62.076982455011034,,380,,0.030775266585101765,,0.5664425996217262,,-0.7318557582433289
1,2021-09-21,,17.1936162546373,,132,,0.028538711196074974,,0.5837983763024852,,-0.909459917257277
1,2023-01-12,,142.50361525242536,,715,,0.031523841324600996,,0.5646035937965979,,-0.716435731372981
1,2023-05-30,,100.68272174182422,,469,,0.02742759310296277,,0.5624047558221378,,-0.6948003932618793
1,2023-08-22,,210.0201957625918,,950.5,,0.029591047177258245,,0.5604193497484844,,-0.6809833087460843
1,2023-12-12,,325.8596973677526,,1014,,0.031870363154419115,,0.5511139372950883,,-0.5884490160121849
2,2020-02-25,,245.32795414038532,,1002.5,,0.029435850723802035,,0.560229494574385,,-0.6738633754395781
2,2021-09-21,,245.65291450429396,,1132.3333333333333,,0.03147183092148401,,0.5520052097046734,,-0.593567474433192
2,2022-09-08,,18.248565458643697,,36.5,,0.04502049481099009,,0.5939838264653587,,-1.022292836375724
2,2023-01-12,,111.28618918937242,,695,,0.03605790811462563,,0.5608320619070006,,-0.6789539964244917
2,2023-05-30,,131.69392453580895,,755,,0.03493819690620166,,0.5591062240314728,,-0.6632570848268569
2,2023-08-22,,174.40167320266616,,888,,0.03518689822866139,,0.5622212957299488,,-0.6969707938060686
2,2023-12-12,,134.74026331919208,,773,,0.0368213831748938,,0.55969792143869,,-0.6720065227699868
3,2017-05-31,,47.86863153386896,,289,,0.03597592347540427,,0.5694667201644115,,-0.7669961675469692
3,2017-11-22,,45.717364905694254,,229,,0.041182009226125554,,0.563050434827741,,-0.7051154952062646
3,2018-01-03,,88.84244238652425,,376.6666666666667,,0.035336156881125,,0.5616334501573771,,-0.6864558957908791
3,2019-09-10,,106.43512024827916,,513,,0.03510526271368948,,0.5648305287646337,,-0.7180082507034606
3,2019-12-03,,130.79833206226257,,531,,0.037062255097109406,,0.5602167287148622,,-0.6731421608027253
3,2020-01-14,,106.89796884957734,,589,,0.03671398046041735,,0.5624829600420065,,-0.6949475409125229
3,2020-02-25,,176.8276178846703,,715.5,,0.03562219303482519,,0.5607877503000486,,-0.6787688273723167
3,2020-07-28,,163.55577687936199,,577.5,,0.03531306624677163,,0.5657775776927446,,-0.7278991103318484
3,2020-09-09,,232.14859889265549,,764,,0.03423785783711764,,0.5608845207859134,,-0.6784777161831812
3,2020-10-06,,113.68799211486795,,581,,0.02972445626040726,,0.557489188571195,,-0.6421648180814992
3,2020-11-05,,170.31694696425777,,707.5,,0.03012829128944282,,0.5583809964135658,,-0.6534716194257804
3,2020-12-29,,191.23641265131496,,565,,0.030652190499002592,,0.5627662649108934,,-0.6966618979972613
3,2021-02-09,,104.34865127031908,,531.6666666666666,,0.030020555369600247,,0.5671405756973381,,-0.7417577180955122
3,2021-06-03,,162.91933838013756,,606,,0.02988559649980917,,0.5672157510679292,,-0.7433854235256414
4,2017-05-31,,89.54707250657928,,300.5,,0.03028178794073896,,0.559638198160772,,-0.6660148920900346
4,2017-11-22,,264.584371498315,,526.6666666666666,,0.03575994764976278,,0.5505355661878243,,-0.5818672548566654
4,2018-01-03,,10.542451894791292,,60,,0.0378708376096694,,0.5934042779511908,,-1.0077218092090512
4,2019-09-10,,320.28249655900294,,1074,,0.03257680554557405,,0.5517787077762137,,-0.5861327637041233
4,2019-12-03,,519.7640783395635,,1311,,0.0321480867540313,,0.5488845441533656,,-0.5565918107224941
4,2020-01-14,,311.9530091015699,,959,,0.031267766002448794,,0.5510438433495412,,-0.5780608928699252
4,2020-02-25,,251.1040899456608,,653,,0.03221048840057656,,0.5521635628172243,,-0.5891229457485085
4,2020-07-28,,90.03411145631965,,507.5,,0.030853452207365968,,0.554336957848147,,-0.6097402107236134
4,2020-09-09,,38.43573340214154,,290.3333333333333,,0.031189950963705918,,0.5570769637990168,,-0.638386956283812
4,2020-10-06,,253.1192831528801,,849.5,,0.033158954456075425,,0.5492315101271704,,-0.5654510388472677
4,2020-11-05,,61.57451167472204,,405,,0.031818066759469923,,0.5530175807289954,,-0.5965798603516387
4,2020-12-29,,81.55626371940463,,474.6666666666667,,0.03246804538285734,,0.5527264455733778,,-0.5939373877573575
4,2021-02-09,,98.83008414280664,,578.5,,0.030657508883573836,,0.5555631002077301,,-0.6240749760381874
4,2021-06-03,,30.0227051946709,,245.66666666666666,,0.031162299928185817,,0.5587446395716416,,-0.6523170134084454
5,2017-12-06,,42.31285890763181,,280.5,,0.03568480511213372,,0.5678509798413048,,-0.7507311894388707
5,2018-03-27,,51.47221427760749,,150.5,,0.036364328482657374,,0.5739764369319127,,-0.8084938157724277
5,2018-05-09,,122.05748741199994,,377.6666666666667,,0.02877978507525712,,0.5602352161024843,,-0.6701158901045492
5,2022-11-01,,35.18060546919567,,105.33333333333333,,0.030848096198345984,,0.5851666823149761,,-0.9118860412902078
5,2023-01-12,,126.28769062896495,,609.5,,0.03089649570063045,,0.558585708542034,,-0.6522258489018636
5,2023-02-07,,137.2925121852325,,639,,0.029971816031658726,,0.552410630317811,,-0.5911622862730416
5,2023-05-02,,364.3745776943211,,944,,0.032083298795868846,,0.5532734249258786,,-0.6035892637181781
5,2023-10-03,,481.55642037751863,,1266,,0.031437127557362124,,0.5520106006577818,,-0.5922161879086916
5,2024-04-30,,211.55860973864594,,891,,0.03183776505304238,,0.553965029732223,,-0.6121059114897022
6,2017-12-06,,179.71932041450023,,799,,0.042210768268006356,,0.5318278442570216,,-0.38678273834686533
6,2022-11-01,,50.736202910782275,,192.5,,0.033138481179280116,,0.5709815118172066,,-0.781605995713577
6,2023-01-12,,78.17957855086902,,366.5,,0.03304649576146049,,0.5624352898941747,,-0.6946669205050136
6,2023-02-07,,103.19890023374137,,540.5,,0.032464645122723734,,0.5622668205574168,,-0.6938649161608113
6,2023-05-02,,105.90824165953785,,390,,0.030892089288746014,,0.5644721497756422,,-0.7186707510519921
6,2023-10-03,,135.75988787898999,,747,,0.03114111849815771,,0.5549720032314736,,-0.6238860737989382
6,2024-04-30,,176.5971778529557,,939.5,,0.032277628853947984,,0.5514195097890304,,-0.5923831633690761
