metric,sample_num,plot,date,treatment,treatment_label,depth_cm,depth_label,value,multiplier,value_plot,metric_label,metric_group,metric_order
frac_n_containing,85,5,2021-12-15,control,Control,10,0-10 cm,0.333475661827498,100,33.3475661827498,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,11,1,2022-08-23,control,Control,10,0-10 cm,0.200564971751412,100,20.0564971751412,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,86,5,2022-08-23,control,Control,10,0-10 cm,0.123015873015873,100,12.3015873015873,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,12,1,2022-09-08,control,Control,10,0-10 cm,0.0622837370242215,100,6.22837370242215,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,42,3,2022-09-08,control,Control,10,0-10 cm,0.287128712871287,100,28.7128712871287,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,87,5,2022-09-08,control,Control,10,0-10 cm,0.054421768707483,100,5.4421768707483,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,13,1,2022-11-16,control,Control,10,0-10 cm,0.231493943472409,100,23.1493943472409,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,43,3,2022-11-16,control,Control,10,0-10 cm,0.432432432432432,100,43.2432432432432,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,88,5,2022-11-16,control,Control,10,0-10 cm,0.183259911894273,100,18.3259911894273,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,44,3,2023-05-30,control,Control,10,0-10 cm,0.511111111111111,100,51.1111111111111,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,45,3,2023-12-27,control,Control,10,0-10 cm,0.388429752066116,100,38.8429752066116,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,46,3,2024-04-16,control,Control,10,0-10 cm,0.314741035856574,100,31.4741035856574,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,47,3,2024-04-30,control,Control,10,0-10 cm,0.5,100,50,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,14,2,2017-05-31,warmed,Warmed,10,0-10 cm,0.168432203389831,100,16.8432203389831,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,89,6,2017-05-31,warmed,Warmed,10,0-10 cm,0.111627906976744,100,11.1627906976744,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,48,4,2017-10-20,warmed,Warmed,10,0-10 cm,0.105335157318741,100,10.5335157318741,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,15,2,2017-12-06,warmed,Warmed,10,0-10 cm,0.237597911227154,100,23.7597911227154,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,49,4,2017-12-06,warmed,Warmed,10,0-10 cm,0.208303507516106,100,20.8303507516106,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,50,4,2018-01-17,warmed,Warmed,10,0-10 cm,0.12870159453303,100,12.870159453303,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,51,4,2018-01-30,warmed,Warmed,10,0-10 cm,0.210486891385768,100,21.0486891385768,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,52,4,2018-02-13,warmed,Warmed,10,0-10 cm,0.178170144462279,100,17.8170144462279,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,53,4,2018-02-27,warmed,Warmed,10,0-10 cm,0.192579505300353,100,19.2579505300353,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,16,2,2018-05-09,warmed,Warmed,10,0-10 cm,0.12630359212051,100,12.630359212051,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,54,4,2018-05-09,warmed,Warmed,10,0-10 cm,0.153219233903831,100,15.321923390383,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,17,2,2018-05-22,warmed,Warmed,10,0-10 cm,0.274905422446406,100,27.4905422446406,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,55,4,2018-05-22,warmed,Warmed,10,0-10 cm,0.215629522431259,100,21.5629522431259,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,18,2,2018-10-10,warmed,Warmed,10,0-10 cm,0.117381489841986,100,11.7381489841986,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,90,6,2018-10-10,warmed,Warmed,10,0-10 cm,0.260748959778086,100,26.0748959778086,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,56,4,2018-10-23,warmed,Warmed,10,0-10 cm,0.228334198235599,100,22.8334198235599,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,91,6,2018-10-23,warmed,Warmed,10,0-10 cm,0.35056967572305,100,35.056967572305,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,19,2,2018-11-07,warmed,Warmed,10,0-10 cm,0.301052631578947,100,30.1052631578947,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,57,4,2018-11-07,warmed,Warmed,10,0-10 cm,0.132692307692308,100,13.2692307692308,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,20,2,2019-09-10,warmed,Warmed,10,0-10 cm,0.321120689655172,100,32.1120689655172,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,92,6,2019-09-10,warmed,Warmed,10,0-10 cm,0.174545454545455,100,17.4545454545455,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,58,4,2019-11-05,warmed,Warmed,10,0-10 cm,0.193959731543624,100,19.3959731543624,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,21,2,2019-12-03,warmed,Warmed,10,0-10 cm,0.241061130334487,100,24.1061130334487,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,59,4,2019-12-17,warmed,Warmed,10,0-10 cm,0.188856729377713,100,18.8856729377713,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,93,6,2019-12-17,warmed,Warmed,10,0-10 cm,0.151515151515152,100,15.1515151515152,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,60,4,2019-12-31,warmed,Warmed,10,0-10 cm,0.243764705882353,100,24.3764705882353,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,22,2,2020-01-28,warmed,Warmed,10,0-10 cm,0.241914618369987,100,24.1914618369987,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,61,4,2020-01-28,warmed,Warmed,10,0-10 cm,0.245530726256983,100,24.5530726256983,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,94,6,2020-01-28,warmed,Warmed,10,0-10 cm,0.128226477935054,100,12.8226477935054,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,95,6,2020-02-25,warmed,Warmed,10,0-10 cm,0.0556962025316456,100,5.56962025316456,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,62,4,2020-03-10,warmed,Warmed,10,0-10 cm,0.293710691823899,100,29.3710691823899,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,96,6,2020-03-10,warmed,Warmed,10,0-10 cm,0.174531835205993,100,17.4531835205993,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,97,6,2020-07-28,warmed,Warmed,10,0-10 cm,0.133848133848134,100,13.3848133848134,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,98,6,2020-09-09,warmed,Warmed,10,0-10 cm,0.141975308641975,100,14.1975308641975,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,99,6,2020-10-06,warmed,Warmed,10,0-10 cm,0.176470588235294,100,17.6470588235294,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,100,6,2020-11-05,warmed,Warmed,10,0-10 cm,0.198291641244661,100,19.8291641244661,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,101,6,2021-02-09,warmed,Warmed,10,0-10 cm,0.0771704180064309,100,7.71704180064309,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,102,6,2021-02-23,warmed,Warmed,10,0-10 cm,0.138020833333333,100,13.8020833333333,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,103,6,2021-06-03,warmed,Warmed,10,0-10 cm,0.163771712158809,100,16.3771712158809,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,23,2,2021-12-15,warmed,Warmed,10,0-10 cm,0.168498168498169,100,16.8498168498169,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,63,4,2021-12-15,warmed,Warmed,10,0-10 cm,0.186868686868687,100,18.6868686868687,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,104,6,2021-12-15,warmed,Warmed,10,0-10 cm,0.158730158730159,100,15.8730158730159,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,24,2,2022-08-23,warmed,Warmed,10,0-10 cm,0.116347569955817,100,11.6347569955817,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,105,6,2022-08-23,warmed,Warmed,10,0-10 cm,0.0996168582375479,100,9.96168582375479,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,64,4,2022-09-08,warmed,Warmed,10,0-10 cm,0.122065727699531,100,12.2065727699531,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,106,6,2022-09-08,warmed,Warmed,10,0-10 cm,0.0555555555555556,100,5.55555555555556,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,25,2,2022-11-16,warmed,Warmed,10,0-10 cm,0.109004739336493,100,10.9004739336493,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,65,4,2022-11-16,warmed,Warmed,10,0-10 cm,0.139917695473251,100,13.9917695473251,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,107,6,2022-11-16,warmed,Warmed,10,0-10 cm,0.196330275229358,100,19.6330275229358,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,66,4,2023-05-30,warmed,Warmed,10,0-10 cm,0.126016260162602,100,12.6016260162602,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,67,4,2023-12-27,warmed,Warmed,10,0-10 cm,0.187265917602996,100,18.7265917602996,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,68,4,2024-04-16,warmed,Warmed,10,0-10 cm,0.195652173913043,100,19.5652173913043,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,69,4,2024-04-30,warmed,Warmed,10,0-10 cm,0.192926045016077,100,19.2926045016077,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,126,3,2017-05-31,control,Control,30,10-30 cm,0.39622641509434,100,39.622641509434,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,127,3,2017-11-22,control,Control,30,10-30 cm,0.4,100,40,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,128,3,2017-12-06,control,Control,30,10-30 cm,0.636363636363636,100,63.6363636363636,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,170,5,2017-12-06,control,Control,30,10-30 cm,0.379310344827586,100,37.9310344827586,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,129,3,2018-01-03,control,Control,30,10-30 cm,0.483870967741936,100,48.3870967741936,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,130,3,2018-01-30,control,Control,30,10-30 cm,0.33695652173913,100,33.695652173913,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,131,3,2018-02-27,control,Control,30,10-30 cm,0.406779661016949,100,40.6779661016949,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,171,5,2018-03-27,control,Control,30,10-30 cm,0.346153846153846,100,34.6153846153846,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,132,3,2018-05-09,control,Control,30,10-30 cm,0.225663716814159,100,22.5663716814159,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,172,5,2018-05-09,control,Control,30,10-30 cm,0.26984126984127,100,26.984126984127,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,133,3,2018-11-07,control,Control,30,10-30 cm,0.195729537366548,100,19.5729537366548,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,134,3,2019-09-10,control,Control,30,10-30 cm,0.295652173913044,100,29.5652173913044,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,135,3,2019-12-03,control,Control,30,10-30 cm,0.365079365079365,100,36.5079365079365,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,136,3,2020-01-14,control,Control,30,10-30 cm,0.188976377952756,100,18.8976377952756,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,108,1,2020-02-25,control,Control,30,10-30 cm,0.380952380952381,100,38.0952380952381,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,137,3,2020-02-25,control,Control,30,10-30 cm,0.204545454545455,100,20.4545454545455,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,138,3,2020-03-10,control,Control,30,10-30 cm,0.211864406779661,100,21.1864406779661,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,139,3,2020-07-28,control,Control,30,10-30 cm,0.22680412371134,100,22.680412371134,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,173,5,2020-07-28,control,Control,30,10-30 cm,0.274932614555256,100,27.4932614555256,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,140,3,2020-09-09,control,Control,30,10-30 cm,0.173684210526316,100,17.3684210526316,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,141,3,2020-10-06,control,Control,30,10-30 cm,0.312101910828025,100,31.2101910828025,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,174,5,2020-10-06,control,Control,30,10-30 cm,0.268965517241379,100,26.8965517241379,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,142,3,2020-11-05,control,Control,30,10-30 cm,0.251207729468599,100,25.1207729468599,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,175,5,2020-11-05,control,Control,30,10-30 cm,0.204301075268817,100,20.4301075268817,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,143,3,2020-12-29,control,Control,30,10-30 cm,0.323651452282158,100,32.3651452282158,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,144,3,2021-02-09,control,Control,30,10-30 cm,0.327102803738318,100,32.7102803738318,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,176,5,2021-02-23,control,Control,30,10-30 cm,0.176923076923077,100,17.6923076923077,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,145,3,2021-06-03,control,Control,30,10-30 cm,0.39647577092511,100,39.647577092511,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,109,1,2021-09-21,control,Control,30,10-30 cm,0.458333333333333,100,45.8333333333333,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,146,3,2021-12-15,control,Control,30,10-30 cm,0.517241379310345,100,51.7241379310345,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,110,1,2022-08-23,control,Control,30,10-30 cm,0.163265306122449,100,16.3265306122449,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,177,5,2022-08-23,control,Control,30,10-30 cm,0.321428571428571,100,32.1428571428572,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,111,1,2022-09-08,control,Control,30,10-30 cm,0.213740458015267,100,21.3740458015267,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,178,5,2022-09-08,control,Control,30,10-30 cm,0.538461538461538,100,53.8461538461539,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,179,5,2022-11-01,control,Control,30,10-30 cm,0.197916666666667,100,19.7916666666667,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,112,1,2022-11-16,control,Control,30,10-30 cm,0.321321321321321,100,32.1321321321321,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,113,1,2023-01-12,control,Control,30,10-30 cm,0.276264591439689,100,27.6264591439689,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,180,5,2023-01-12,control,Control,30,10-30 cm,0.0535714285714286,100,5.35714285714286,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,181,5,2023-02-07,control,Control,30,10-30 cm,0.0837988826815642,100,8.37988826815642,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,182,5,2023-05-02,control,Control,30,10-30 cm,0.109979633401222,100,10.9979633401222,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,114,1,2023-05-30,control,Control,30,10-30 cm,0.3125,100,31.25,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,147,3,2023-05-30,control,Control,30,10-30 cm,0.473684210526316,100,47.3684210526316,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,115,1,2023-08-22,control,Control,30,10-30 cm,0.461065573770492,100,46.1065573770492,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,183,5,2023-10-03,control,Control,30,10-30 cm,0.166153846153846,100,16.6153846153846,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,116,1,2023-12-12,control,Control,30,10-30 cm,0.455795677799607,100,45.5795677799607,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,184,5,2024-04-30,control,Control,30,10-30 cm,0.175,100,17.5,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,148,4,2017-05-31,warmed,Warmed,30,10-30 cm,0.181818181818182,100,18.1818181818182,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,149,4,2017-11-22,warmed,Warmed,30,10-30 cm,0.345991561181435,100,34.5991561181435,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,150,4,2017-12-06,warmed,Warmed,30,10-30 cm,0.192771084337349,100,19.2771084337349,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,185,6,2017-12-06,warmed,Warmed,30,10-30 cm,0.136882129277567,100,13.6882129277567,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,152,4,2018-01-30,warmed,Warmed,30,10-30 cm,0.149812734082397,100,14.9812734082397,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,153,4,2018-02-27,warmed,Warmed,30,10-30 cm,0.0952380952380952,100,9.52380952380952,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,154,4,2018-05-09,warmed,Warmed,30,10-30 cm,0.233333333333333,100,23.3333333333333,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,155,4,2018-11-07,warmed,Warmed,30,10-30 cm,0.167553191489362,100,16.7553191489362,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,156,4,2019-09-10,warmed,Warmed,30,10-30 cm,0.139805825242718,100,13.9805825242718,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,157,4,2019-12-03,warmed,Warmed,30,10-30 cm,0.0707964601769912,100,7.07964601769912,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,158,4,2020-01-14,warmed,Warmed,30,10-30 cm,0.166355140186916,100,16.6355140186916,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,117,2,2020-02-25,warmed,Warmed,30,10-30 cm,0.33273381294964,100,33.273381294964,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,159,4,2020-02-25,warmed,Warmed,30,10-30 cm,0.111111111111111,100,11.1111111111111,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,160,4,2020-03-10,warmed,Warmed,30,10-30 cm,0.184542586750789,100,18.4542586750789,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,161,4,2020-07-28,warmed,Warmed,30,10-30 cm,0.0494296577946768,100,4.94296577946768,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,162,4,2020-09-09,warmed,Warmed,30,10-30 cm,0.0576923076923077,100,5.76923076923077,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,186,6,2020-09-09,warmed,Warmed,30,10-30 cm,0.206734006734007,100,20.6734006734007,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,163,4,2020-10-06,warmed,Warmed,30,10-30 cm,0.224256292906178,100,22.4256292906178,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,187,6,2020-10-06,warmed,Warmed,30,10-30 cm,0.0821596244131455,100,8.21596244131455,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,164,4,2020-11-05,warmed,Warmed,30,10-30 cm,0.014018691588785,100,1.4018691588785,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,165,4,2020-12-29,warmed,Warmed,30,10-30 cm,0.122605363984674,100,12.2605363984674,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,166,4,2021-02-09,warmed,Warmed,30,10-30 cm,0.102836879432624,100,10.2836879432624,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,188,6,2021-02-23,warmed,Warmed,30,10-30 cm,0.0977295162882527,100,9.77295162882527,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,167,4,2021-06-03,warmed,Warmed,30,10-30 cm,0.053030303030303,100,5.3030303030303,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,118,2,2021-09-21,warmed,Warmed,30,10-30 cm,0.313351498637602,100,31.3351498637602,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,168,4,2021-12-15,warmed,Warmed,30,10-30 cm,0.0656108597285068,100,6.56108597285068,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,119,2,2022-08-23,warmed,Warmed,30,10-30 cm,0.210526315789474,100,21.0526315789474,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,189,6,2022-08-23,warmed,Warmed,30,10-30 cm,0.283783783783784,100,28.3783783783784,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,120,2,2022-09-08,warmed,Warmed,30,10-30 cm,0.875,100,87.5,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,190,6,2022-09-08,warmed,Warmed,30,10-30 cm,0.186440677966102,100,18.6440677966102,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,191,6,2022-11-01,warmed,Warmed,30,10-30 cm,0.403061224489796,100,40.3061224489796,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,121,2,2022-11-16,warmed,Warmed,30,10-30 cm,0.267605633802817,100,26.7605633802817,N-containing formulae (%),Elemental formula fractions,6
frac_n_containing,122,2,2023-01-12,warmed,Warmed,30,10-30 cm,0.279816513761468,100,27.9816513761468,N-containing formulae (%),Elemental formula fractions,6
