metric,metric_label,metric_order,plot,treatment_label,depth_label,date_1,date_2,lag_days,z_1,z_2,raw_1,raw_2,lag_bin,scaled_semivar,abs_raw_change
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2018-11-07,336,0.295105154376218,-0.50390994263671,432,286,181-365 d,0.31921256262729,146
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2019-09-10,643,0.295105154376218,1.03939318994991,432,568,>365 d,0.276982339949069,136
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2019-12-03,727,0.295105154376218,-0.509382648780634,432,285,>365 d,0.323600312714069,147
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2020-01-28,783,0.295105154376218,1.23093790498725,432,603,>365 d,0.437891468558106,171
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2021-12-15,1470,0.295105154376218,-0.536746179500255,432,280,>365 d,0.345988320836034,152
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2022-08-23,1721,0.295105154376218,-0.131765924849867,432,354,>365 d,0.0911094591398213,78
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2022-09-08,1737,0.295105154376218,-0.487491824204937,432,289,>365 d,0.306229015442177,143
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2017-12-06,2022-11-16,1806,0.295105154376218,1.99711676513663,432,743,>365 d,1.44842176158163,311
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2018-05-22,13,0.853321181056483,-1.12779844304406,534,172,00-45 d,1.96241748249815,362
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2018-10-10,154,0.853321181056483,-0.941726434150643,534,206,91-180 d,1.6110979704304,328
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2018-11-07,182,0.853321181056483,-0.50390994263671,534,286,181-365 d,0.921038161560744,248
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2019-09-10,489,0.853321181056483,1.03939318994991,534,568,>365 d,0.0173113962468168,34
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2019-12-03,573,0.853321181056483,-0.509382648780634,534,285,>365 d,0.928480863926374,249
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2020-01-28,629,0.853321181056483,1.23093790498725,534,603,>365 d,0.0712971950961028,69
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2021-12-15,1316,0.853321181056483,-0.536746179500255,534,280,>365 d,0.966143633442589,254
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2022-08-23,1567,0.853321181056483,-0.131765924849867,534,354,>365 d,0.485198303111474,180
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2022-09-08,1583,0.853321181056483,-0.487491824204937,534,289,>365 d,0.898889757539082,245
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-09,2022-11-16,1652,0.853321181056483,1.99711676513663,534,743,>365 d,0.654134169080627,209
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2018-10-10,141,-1.12779844304406,-0.941726434150643,172,206,91-180 d,0.0173113962468168,34
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2018-11-07,169,-1.12779844304406,-0.50390994263671,172,286,91-180 d,0.194618430470269,114
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2019-09-10,476,-1.12779844304406,1.03939318994991,172,568,>365 d,2.34835978705954,396
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2019-12-03,560,-1.12779844304406,-0.509382648780634,172,285,>365 d,0.191219047297235,113
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2020-01-28,616,-1.12779844304406,1.23093790498725,172,603,>365 d,2.78181857976206,431
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2021-12-15,1303,-1.12779844304406,-0.536746179500255,172,280,>365 d,0.174671389120131,108
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2022-08-23,1554,-1.12779844304406,-0.131765924849867,172,354,>365 d,0.496040388650138,182
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2022-09-08,1570,-1.12779844304406,-0.487491824204937,172,289,>365 d,0.204996283064598,117
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-05-22,2022-11-16,1639,-1.12779844304406,1.99711676513663,172,743,>365 d,4.88254752915951,571
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2018-11-07,28,-0.941726434150643,-0.50390994263671,206,286,00-45 d,0.095841640120785,80
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2019-09-10,335,-0.941726434150643,1.03939318994991,206,568,181-365 d,1.96241748249815,362
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2019-12-03,419,-0.941726434150643,-0.509382648780634,206,285,>365 d,0.0934605743740343,79
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2020-01-28,475,-0.941726434150643,1.23093790498725,206,603,>365 d,2.36023516528075,397
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2021-12-15,1162,-0.941726434150643,-0.536746179500255,206,280,>365 d,0.0820045033283467,74
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2022-08-23,1413,-0.941726434150643,-0.131765924849867,206,354,>365 d,0.328018013313387,148
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2022-09-08,1429,-0.941726434150643,-0.487491824204937,206,289,>365 d,0.103164540436264,83
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-10-10,2022-11-16,1498,-0.941726434150643,1.99711676513663,206,743,>365 d,4.31839967499854,537
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-11-07,2019-09-10,307,-0.50390994263671,1.03939318994991,286,568,181-365 d,1.19089227952583,282
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-11-07,2019-12-03,391,-0.50390994263671,-0.509382648780634,286,285,>365 d,1.49752562688725e-05,1
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-11-07,2020-01-28,447,-0.50390994263671,1.23093790498725,286,603,>365 d,1.50484852720275,317
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-11-07,2021-12-15,1134,-0.50390994263671,-0.536746179500255,286,280,>365 d,0.000539109225679415,6
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-11-07,2022-08-23,1385,-0.50390994263671,-0.131765924849867,286,354,>365 d,0.0692455849872672,68
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-11-07,2022-09-08,1401,-0.50390994263671,-0.487491824204937,286,289,>365 d,0.000134777306419855,3
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2018-11-07,2022-11-16,1470,-0.50390994263671,1.99711676513663,286,743,>365 d,3.12756729649779,457
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-09-10,2019-12-03,84,1.03939318994991,-0.509382648780634,568,285,46-90 d,1.19935329931774,283
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-09-10,2020-01-28,140,1.03939318994991,1.23093790498725,568,603,91-180 d,0.018344688929369,35
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-09-10,2021-12-15,827,1.03939318994991,-0.536746179500255,568,280,>365 d,1.24210765596537,288
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-09-10,2022-08-23,1078,1.03939318994991,-0.131765924849867,568,354,>365 d,0.685806836089293,214
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-09-10,2022-09-08,1094,1.03939318994991,-0.487491824204937,568,289,>365 d,1.16568892322532,279
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-09-10,2022-11-16,1163,1.03939318994991,1.99711676513663,568,743,>365 d,0.458617223234225,175
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-12-03,2020-01-28,56,-0.509382648780634,1.23093790498725,285,603,46-90 d,1.51435781493348,318
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-12-03,2021-12-15,743,-0.509382648780634,-0.536746179500255,285,280,>365 d,0.000374381406721817,5
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-12-03,2022-08-23,994,-0.509382648780634,-0.131765924849867,285,354,>365 d,0.0712971950961028,69
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-12-03,2022-09-08,1010,-0.509382648780634,-0.487491824204937,285,289,>365 d,0.000239604100301963,4
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2019-12-03,2022-11-16,1079,-0.509382648780634,1.99711676513663,285,743,>365 d,3.1412696559838,458
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2020-01-28,2021-12-15,687,1.23093790498725,-0.536746179500255,603,280,>365 d,1.56235351127522,323
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2020-01-28,2022-08-23,938,1.23093790498725,-0.131765924849867,603,354,>365 d,0.928480863926374,249
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2020-01-28,2022-09-08,954,1.23093790498725,-0.487491824204937,603,289,>365 d,1.47650036708577,314
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2020-01-28,2022-11-16,1023,1.23093790498725,1.99711676513663,603,743,>365 d,0.293515022869904,140
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2021-12-15,2022-08-23,251,-0.536746179500255,-0.131765924849867,280,354,181-365 d,0.0820045033283467,74
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2021-12-15,2022-09-08,267,-0.536746179500255,-0.487491824204937,280,289,181-365 d,0.00121299575777869,9
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2021-12-15,2022-11-16,336,-0.536746179500255,1.99711676513663,280,743,181-365 d,3.21023071110196,463
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2022-08-23,2022-09-08,16,-0.131765924849867,-0.487491824204937,354,289,00-45 d,0.063270457735987,65
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2022-08-23,2022-11-16,85,-0.131765924849867,1.99711676513663,354,743,46-90 d,2.26607075386208,389
richness,"Formula richness
(detected formulae)",1,1,Control,0-10 cm,2022-09-08,2022-11-16,69,-0.487491824204937,1.99711676513663,289,743,46-90 d,3.08663992111496,454
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2018-10-10,497,-0.932138474013432,-1.51646112321938,461,151,>365 d,0.17071647918753,310
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2018-10-23,510,-0.932138474013432,0.319442942350282,461,1125,>365 d,0.783228020893501,664
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2019-09-10,832,-0.932138474013432,1.15822868072657,461,1570,>365 d,2.1848174208079,1109
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2019-12-17,930,-0.932138474013432,-0.790770091141025,461,536,>365 d,0.0099925098379798,75
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2020-01-28,972,-0.932138474013432,-1.10366544523195,461,370,>365 d,0.0147107509276997,91
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2020-02-25,1000,-0.932138474013432,-0.421327383901133,461,732,>365 d,0.130463984890858,271
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2020-03-10,1014,-0.932138474013432,-0.491069119451521,461,695,>365 d,0.0972710877668305,234
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2020-07-28,1154,-0.932138474013432,0.232737000855206,461,1079,>365 d,0.678467435975217,618
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2020-09-09,1197,-0.932138474013432,-0.13105097106979,461,886,>365 d,0.32087059368624,425
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2020-10-06,1224,-0.932138474013432,-0.394938619098284,461,746,>365 d,0.144291842060428,285
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2020-11-05,1254,-0.932138474013432,0.687000737818542,461,1320,>365 d,1.31080589364593,859
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2021-02-09,1350,-0.932138474013432,0.127181941643808,461,1023,>365 d,0.561079871514114,562
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2021-02-23,1364,-0.932138474013432,1.37687844623589,461,1686,>365 d,2.66577956899883,1225
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2021-06-03,1464,-0.932138474013432,0.0762893238097414,461,996,>365 d,0.508463311711247,535
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2021-12-15,1659,-0.932138474013432,2.61338056842655,461,2342,>365 d,6.28535264015225,1881
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2022-08-23,1910,-0.932138474013432,0.0989082650693266,461,1008,>365 d,0.531528689086595,547
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2022-09-08,1926,-0.932138474013432,-1.24691873987599,461,294,>365 d,0.0495433078882522,167
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2017-05-31,2022-11-16,1995,-0.932138474013432,0.338292060066603,461,1135,>365 d,0.806996870961442,674
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2018-10-23,13,-1.51646112321938,0.319442942350282,151,1125,00-45 d,1.68527186898761,974
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2019-09-10,335,-1.51646112321938,1.15822868072657,151,1570,181-365 d,3.57698277366621,1419
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2019-12-17,433,-1.51646112321938,-0.790770091141025,151,536,>365 d,0.263313737019477,385
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2020-01-28,475,-1.51646112321938,-1.10366544523195,151,370,>365 d,0.085200135882551,219
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2020-02-25,503,-1.51646112321938,-0.421327383901133,151,732,>365 d,0.599658953496587,581
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2020-03-10,517,-1.51646112321938,-0.491069119451521,151,695,>365 d,0.525714380695536,544
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2020-07-28,657,-1.51646112321938,0.232737000855206,151,1079,>365 d,1.52984703863303,928
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2020-09-09,700,-1.51646112321938,-0.13105097106979,151,886,>365 d,0.95968064483958,735
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2020-10-06,727,-1.51646112321938,-0.394938619098284,151,746,>365 d,0.628906363625031,595
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2020-11-05,757,-1.51646112321938,0.687000737818542,151,1320,>365 d,2.42762208652436,1169
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2021-02-09,853,-1.51646112321938,0.127181941643808,151,1023,>365 d,1.35078126233643,872
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2021-02-23,867,-1.51646112321938,1.37687844623589,151,1686,>365 d,4.18570693208781,1535
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2021-06-03,967,-1.51646112321938,0.0762893238097414,151,996,>365 d,1.26842699325574,845
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2021-12-15,1162,-1.51646112321938,2.61338056842655,151,2342,>365 d,8.52779619902846,2191
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2022-08-23,1413,-1.51646112321938,0.0989082650693266,151,1008,>365 d,1.30470913031012,857
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2022-09-08,1429,-1.51646112321938,-1.24691873987599,151,294,>365 d,0.0363265482092176,143
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-10,2022-11-16,1498,-1.51646112321938,0.338292060066603,151,1135,>365 d,1.72005468545475,984
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2019-09-10,322,0.319442942350282,1.15822868072657,1125,1570,181-365 d,0.351780757451724,445
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2019-12-17,420,0.319442942350282,-0.790770091141025,1125,536,>365 d,0.616286489866985,589
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2020-01-28,462,0.319442942350282,-1.10366544523195,1125,370,>365 d,1.01261874140345,755
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2020-02-25,490,0.319442942350282,-0.421327383901133,1125,732,>365 d,0.274370338127314,393
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2020-03-10,504,0.319442942350282,-0.491069119451521,1125,695,>365 d,0.328464901163105,430
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2020-07-28,644,0.319442942350282,0.232737000855206,1125,1079,>365 d,0.00375896014527382,46
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2020-09-09,687,0.319442942350282,-0.13105097106979,1125,886,>365 d,0.101472383014266,239
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2020-10-06,714,0.319442942350282,-0.394938619098284,1125,746,>365 d,0.255170507668846,379
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2020-11-05,744,0.319442942350282,0.687000737818542,1125,1320,>365 d,0.0675493665047434,195
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2021-02-09,840,0.319442942350282,0.127181941643808,1125,1023,>365 d,0.0184821461963274,102
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2021-02-23,854,0.319442942350282,1.37687844623589,1125,1686,>365 d,0.559084922438905,561
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2021-06-03,954,0.319442942350282,0.0762893238097414,1125,996,>365 d,0.0295618411046794,129
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2021-12-15,1149,0.319442942350282,2.61338056842655,1125,2342,>365 d,2.63107491616421,1217
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2022-08-23,1400,0.319442942350282,0.0989082650693266,1125,1008,>365 d,0.0243177719417076,117
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2022-09-08,1416,0.319442942350282,-1.24691873987599,1125,294,>365 d,1.22674445977336,831
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2018-10-23,2022-11-16,1485,0.319442942350282,0.338292060066603,1125,1135,>365 d,0.000177644619341863,10
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2019-12-17,98,1.15822868072657,-0.790770091141025,1570,536,91-180 d,1.89929810637069,1034
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2020-01-28,140,1.15822868072657,-1.10366544523195,1570,370,91-180 d,2.55808251852283,1200
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2020-02-25,168,1.15822868072657,-0.421327383901133,1570,732,91-180 d,1.24749868065107,838
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2020-03-10,182,1.15822868072657,-0.491069119451521,1570,695,181-365 d,1.36009161683614,875
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2020-07-28,322,1.15822868072657,0.232737000855206,1570,1079,181-365 d,0.428267424755557,491
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2020-09-09,365,1.15822868072657,-0.13105097106979,1570,886,181-365 d,0.831121010268067,684
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2020-10-06,392,1.15822868072657,-0.394938619098284,1570,746,>365 d,1.20616433062261,824
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2020-11-05,422,1.15822868072657,0.687000737818542,1570,1320,>365 d,0.111027887088664,250
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2021-02-09,518,1.15822868072657,0.127181941643808,1570,1023,>365 d,0.531528689086595,547
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2021-02-23,532,1.15822868072657,1.37687844623589,1570,1686,>365 d,0.0239038599786411,116
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2021-06-03,632,1.15822868072657,0.0762893238097414,1570,996,>365 d,0.585296386022797,574
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2021-12-15,827,1.15822868072657,2.61338056842655,1570,2342,>365 d,1.05873350813841,772
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2022-08-23,1078,1.15822868072657,0.0989082650693266,1570,1008,>365 d,0.561079871514114,562
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2022-09-08,1094,1.15822868072657,-1.24691873987599,1570,294,>365 d,2.89236705741557,1276
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-09-10,2022-11-16,1163,1.15822868072657,0.338292060066603,1570,1135,>365 d,0.33614803094964,435
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2020-01-28,42,-0.790770091141025,-1.10366544523195,536,370,00-45 d,0.0489517513058438,166
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2020-02-25,70,-0.790770091141025,-0.421327383901133,536,732,46-90 d,0.0682439569663701,196
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2020-03-10,84,-0.790770091141025,-0.491069119451521,536,695,46-90 d,0.0449103362158164,159
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2020-07-28,224,-0.790770091141025,0.232737000855206,536,1079,181-365 d,0.52378338368329,543
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2020-09-09,267,-0.790770091141025,-0.13105097106979,536,886,181-365 d,0.217614658693782,350
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2020-10-06,294,-0.790770091141025,-0.394938619098284,536,746,181-365 d,0.0783412771297616,210
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2020-11-05,324,-0.790770091141025,0.687000737818542,536,1320,181-365 d,1.09190331146192,784
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2021-02-09,420,-0.790770091141025,0.127181941643808,536,1023,>365 d,0.421317967246903,487
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2021-02-23,434,-0.790770091141025,1.37687844623589,536,1686,>365 d,2.34935009079614,1150
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2021-06-03,534,-0.790770091141025,0.0762893238097414,536,996,>365 d,0.375896014527382,460
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2021-12-15,729,-0.790770091141025,2.61338056842655,536,2342,>365 d,5.79412085651717,1806
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2022-08-23,980,-0.790770091141025,0.0989082650693266,536,1008,>365 d,0.395763788754576,472
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2022-09-08,996,-0.790770091141025,-1.24691873987599,536,294,>365 d,0.104035794871369,242
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2019-12-17,2022-11-16,1065,-0.790770091141025,0.338292060066603,536,1135,>365 d,0.637390670644798,599
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2020-01-28,2020-02-25,28,-1.10366544523195,-0.421327383901133,370,732,00-45 d,0.232792614970351,362
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2020-01-28,2020-03-10,42,-1.10366544523195,-0.491069119451521,370,695,00-45 d,0.187637129179843,325
richness,"Formula richness
(detected formulae)",1,5,Control,0-10 cm,2020-01-28,2020-07-28,182,-1.10366544523195,0.232737000855206,370,1079,181-365 d,0.892985748953871,709
