plot,month_start,year_month,year,month,treatment,season,temp_cs655_cen_0_10cm__monthly_mean,vwc_cs655_cen_0_10cm__monthly_mean,temp_cs655_cen_20_30cm__monthly_mean,vwc_cs655_cen_20_30cm__monthly_mean,temp_cs655_cen_40_50cm__monthly_mean,vwc_cs655_cen_40_50cm__monthly_mean,flux__monthly_mean,nh4_ugN.mL_lysimiter.surface.chemistry__monthly_mean,nh4_ugN_lysimiter.surface.chemistry__monthly_mean,no3_ugN.mL_lysimiter.surface.chemistry__monthly_mean,no3_ugN_lysimiter.surface.chemistry__monthly_mean,npoc_mg.l_10cm_pwchemistry__monthly_mean,npoc_mg.l_30cm_pwchemistry__monthly_mean,npoc_mg.l_50cm_pwchemistry__monthly_mean,npoc_mg_10cm_pwchemistry__monthly_mean,npoc_mg_30cm_pwchemistry__monthly_mean,npoc_mg_50cm_pwchemistry__monthly_mean,npoc_ug.mL_lysimiter.surface.chemistry__monthly_mean,npoc_ug_lysimiter.surface.chemistry__monthly_mean,po4_ugP.mL_lysimiter.surface.chemistry__monthly_mean,po4_ugP_lysimiter.surface.chemistry__monthly_mean,tdn_mg.l_10cm_pwchemistry__monthly_mean,tdn_mg.l_30cm_pwchemistry__monthly_mean,tdn_mg.l_50cm_pwchemistry__monthly_mean,tdn_mg_10cm_pwchemistry__monthly_mean,tdn_mg_30cm_pwchemistry__monthly_mean,tdn_mg_50cm_pwchemistry__monthly_mean,tn_ug.mL_lysimiter.surface.chemistry__monthly_mean,tn_ug_lysimiter.surface.chemistry__monthly_mean,core.root.mass_g_rootsoilcores__monthly_mean,ext.c_ug.g.soil_SD_nutrient.cores__monthly_mean,ext.c_ug.g.soil_mean_nutrient.cores__monthly_mean,ext.n_ug.g.soil_SD_nutrient.cores__monthly_mean,ext.n_ug.g.soil_mean_nutrient.cores__monthly_mean,live.root.mass_g_rootsoilcores__monthly_mean,nh4.min_ug.g.soil.day_SD_nutrient.cores__monthly_mean,nh4.min_ug.g.soil.day_mean_nutrient.cores__monthly_mean,nh4_ug.g.soil_SD_nutrient.cores__monthly_mean,nh4_ug.g.soil_mean_nutrient.cores__monthly_mean,no3.min_ug.g.soil.day_SD_nutrient.cores__monthly_mean,no3.min_ug.g.soil.day_mean_nutrient.cores__monthly_mean,no3_ug.g.soil_SD_nutrient.cores__monthly_mean,no3_ug.g.soil_mean_nutrient.cores__monthly_mean,po4_ug.g.soil_SD_nutrient.cores__monthly_mean,po4_ug.g.soil_mean_nutrient.cores__monthly_mean,root.C_count_rootsoilcores__monthly_mean,root.C_percent_rootsoilcores__monthly_mean,root.N_percent_rootsoilcores__monthly_mean,root.mass.per.area_g.m2_rootsoilcores__monthly_mean,rtd_g_cm3_rootsoilcores__monthly_mean,srl_cm.g_rootsoilcores__monthly_mean,surface.area_cm2_rootsoilcores__monthly_mean,tc.tn_ratio_SD_nutrient.cores__monthly_mean,tc.tn_ratio_mean_nutrient.cores__monthly_mean,tc_g.g.soil_SD_nutrient.cores__monthly_mean,tc_g.g.soil_mean_nutrient.cores__monthly_mean,tips_count_rootsoilcores__monthly_mean,tn_g.g.soil_SD_nutrient.cores__monthly_mean,tn_g.g.soil_mean_nutrient.cores__monthly_mean,total.dead.mass_g_rootsoilcores__monthly_mean,ubial.c.n_ratio_SD_nutrient.cores__monthly_mean,ubial.c.n_ratio_mean_nutrient.cores__monthly_mean,ubial.c_ug.g.soil_SD_nutrient.cores__monthly_mean,ubial.c_ug.g.soil_mean_nutrient.cores__monthly_mean,ubial.n_ug.g.soil_SD_nutrient.cores__monthly_mean,ubial.n_ug.g.soil_mean_nutrient.cores__monthly_mean,ubial.p_ug.g.soil_SD_nutrient.cores__monthly_mean,ubial.p_ug.g.soil_mean_nutrient.cores__monthly_mean,rootstock_g.m2_0-10_minirhizotron__monthly_mean,rootstock_g.m2_10-20_minirhizotron__monthly_mean,rootstock_g.m2_20-30_minirhizotron__monthly_mean,rootgrowth_g.m2.day_0-10_minirhizotron__monthly_mean,rootgrowth_g.m2.day_10-20_minirhizotron__monthly_mean,rootgrowth_g.m2.day_20-30_minirhizotron__monthly_mean,rootmortality_g.m2.day_0-10_minirhizotron__monthly_mean,rootmortality_g.m2.day_10-20_minirhizotron__monthly_mean,rootmortality_g.m2.day_20-30_minirhizotron__monthly_mean
5,2017-06-01,2017-06,2017,6,control,Wet,24.7903296111111,0.233289786805556,24.8583748611111,0.452469947638889,24.7394585833333,0.449582374722222,10.3152377936963,,,,,1.6733,1.8405,0.8614,0.02065,0.0129,0.02585,,,,,0.7562,0.395,0.2995,0.0096901,0.002765,0.008985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.542047206836,526.464875324159,12.6585884533393,18.4369724107645,0.109536317712167,0,15.7740846765407,0,0
6,2017-06-01,2017-06,2017,6,warmed,Wet,28.0334360277778,0.316838326388889,27.2833380833333,0.403032418888889,27.0239339166667,0.39410436875,39.0374524,,,,,1.5382,,,0.0136,,,,,,,0.15885,,,0.00145758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.363326929249,97.7262722992124,2.14749892513139,2.07981140771502,0.11591269591475,0.053687473128285,1.33446012801807,0.084582255567637,0
1,2017-07-01,2017-07,2017,7,control,Wet,25.5464421639785,0.411961658602151,25.4804837768817,0.421685752822581,25.4113028629032,0.364415143548387,8.20016445016611,,,,,1.6358,1.5118,1.1247,0.0131,0.0169,0.0288,,,,,0.212,0.5417,0.3867,0.001696,0.0066169,0.0099002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.670032479036,5.96232430828025,16.624789345837,1.43088985521077,0.458640331406173,0,0.293717069346969,0,0
2,2017-07-01,2017-07,2017,7,warmed,Wet,28.568546733871,0.333024071639785,27.9856263709677,0.404521053225806,27.6311766532258,0.407479697715054,4.75519646956522,,,,,,,2.236,,,0.04295,,,,,,,0.4413,,,0.009511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.687173369617,67.176097675515,1.03554882726523,0.766144005056832,0,0,0.446893593466838,0,0
3,2017-07-01,2017-07,2017,7,control,Wet,25.5701940456989,0.437848597580645,25.48027,0.435043661693548,25.3662182795699,0.454578183333333,7.84816494148021,,,,,1.4043,0.9494,1.3025,0.03565,0.02205,0.03365,,,,,0.1735,0.1498,0.2356,0.00436563,0.00346749,0.005922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.860321117937,0,0,1.79040366353098,0,0,4.44098314329475,0,0
4,2017-07-01,2017-07,2017,7,warmed,Wet,28.2873478091398,0.347237649462366,27.8928967069893,0.407372587768817,27.6033932258065,0.349186603360215,21.6817283390411,,,,,2.938,1.2116,,0.0176,0.0218,,,,,,0.6486,0.1302,,0.0038916,0.00234288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.147761829207,85.5401106692636,0,1.68611409731055,0.09934362111216,0,2.24110365418026,0,0.0797260263518445
5,2017-07-01,2017-07,2017,7,control,Wet,25.3958433736559,0.243674444939271,25.4093761827957,0.451890208870968,25.236813172043,0.447221802419355,13.7758879900332,,,,,1.8115,,0.8913,0.02255,,0.02675,,,,,2.5583,,0.3478,0.0275978,,0.010434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.622435529209,526.462460884923,12.6585884533393,7.44964177927083,0,0,7.02009235621781,0,0
6,2017-07-01,2017-07,2017,7,warmed,Wet,28.5210767741936,0.312206219086022,27.5974819489247,0.401471350806452,27.3123743951613,0.393438007930108,38.9791619850746,,,,,1.3296,,1.8452,0.012,,0.01955,,,,,0.5302,,0.425,0.0047718,,0.0042614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749.007368636228,98.5311970044779,0,5.75723753948873,0.142899335205948,0,1.16094541873532,0,0
1,2017-08-01,2017-08,2017,8,control,Wet,25.5796683870968,0.428079667741936,25.6678653897849,0.435508193413979,25.656866827957,0.375201130510753,8.63473299186992,,,,,1.9165,1.0401,0.9775,0.0181,0.0218,0.0293,,,,,0.2541,0.4844,0.3252,0.0023508,0.0102165,0.009756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.100377514334,0,16.624789345837,0.174781142393389,0,0,1.26135821206673,0.22519603710908,0
2,2017-08-01,2017-08,2017,8,warmed,Wet,28.7961084811828,0.356355882123656,28.2489363844086,0.415967581317204,27.9391125134409,0.419778763978495,4.88593842905405,,,,,,,1.5212,,,0.0224,,,,,,,0.387,,,0.0058266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.669166154038,67.176097675515,1.03554882726523,0.0747894585758865,0,0,0.279482471411819,0,0
3,2017-08-01,2017-08,2017,8,control,Wet,25.6724535215054,0.446482825134409,25.6847422177419,0.442212554301075,25.6316206182796,0.460674306317204,9.22568559453781,,,,,1.1539,1.1142,1.0734,0.02985,0.02845,0.0322,,,,,0.251,0.11755,0.07645,0.00629388,0.00295296,0.0022935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.327596099284,0,0,1.86453364011955,0,0,0.881770509766575,0,0
4,2017-08-01,2017-08,2017,8,warmed,Wet,27.4776104032258,0.366457381317204,27.6491568010753,0.421732848252688,27.5301472715054,0.363959466263441,16.9925993066667,,,,,,1.4889,,,0.0183,,,,,,,0.2408,,,0.0029542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.884711285854,68.3907942367914,0,0.307343363794856,0.00621679046950125,0,0.947955548523825,0.335165545524279,0
5,2017-08-01,2017-08,2017,8,control,Wet,25.4709395967742,0.265408927815468,25.6218302553764,0.458355679032258,25.5199193145161,0.453089552822581,18.5999368396226,,,,,1.9231,,0.8017,0.02125,,0.02405,,,,,0.9913,,0.2475,0.0112988,,0.007425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516.189417677413,483.53655113376,12.6585884533393,4.5832527457296,0,0,12.3799107114515,2.95415791450973,0
6,2017-08-01,2017-08,2017,8,warmed,Wet,28.4712482526882,0.349003753629032,27.6382048252688,0.412176914516129,27.3826226747312,0.40325277594086,30.56641231562,,,,,1.6544,,1.2792,0.0132,,0.0185,,,,,0.1262,,0.15405,0.00100992,,0.00224246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.746312853855,98.9943198069444,0,3.97817455196074,0,0,9.32742102740775,0,0
1,2017-09-01,2017-09,2017,9,control,Wet,25.8952034444445,0.439676260555556,25.9562028611111,0.44175628625,25.8754780416667,0.377269946805556,9.46689747663551,,,,,,,,,,,,,,,,,,,,,,,,23.9734258313552,262.305292866667,3.18202069102528,26.65665316,,0.079272992231805,-0.126828151333333,0.644372500788769,1.97465438,0.267750990466177,1.03561574433333,1.82126093710393,5.94660006966667,0.0860559158646753,0.59246453,,,,,,,,0.565738361200063,10.6493666666667,0.649995033314358,5.36596666666667,,0.0372398979590439,0.5027,,1.96779996257898,5.472402537,225.807187740467,502.847098933333,11.4997254345715,90.41667924,1.0294612849689,5.082154324,67.6228330927877,0,5.9584880524224,0.397274338488622,0,0,0.0476683825581712,0,0
2,2017-09-01,2017-09,2017,9,warmed,Wet,26.95878175,0.388115730416667,27.1798546944444,0.429443695277778,27.1755394861111,0.428522328194445,6.81419147368421,,,,,,,,,,,,,,,,,,,,,,,,87.0851831030543,258.827687333333,5.92363684426248,22.9197421833333,,0.0149236224968298,-0.0627640353333333,0.333352902689779,1.478655528,0.456312923517717,0.486579531333333,0.91435672426907,5.26429589733333,0.197204924110827,0.665651603,,,,,,,,0.581828852269577,10.8483666666667,0.486136527462536,4.39793333333333,,0.0248187429174001,0.4046,,0.475526528712183,3.93195879966667,74.0300376201431,308.8811361,9.14727462259027,77.8443899233333,1.26266603869931,5.262430215,264.468825972264,83.625596144078,0.470169390095663,0.673001241003466,0,0,0.0337279293649793,0,0
3,2017-09-01,2017-09,2017,9,control,Wet,26.1239835555556,0.463474153055556,26.0059105138889,0.450826242361111,25.9032984166667,0.463787469861111,10.6404115053763,,,,,,,,,,,,,,,,,,,,,,,,120.412618059493,418.6031341,3.70998950144207,33.8822585366667,,0.141039023391813,-0.303809703666667,1.32741563141955,3.609111211,0.610248943584765,1.17230532233333,2.5537725456317,6.09364655033333,0.340953027962825,0.684284253333333,,,,,,,,0.308382246570712,10.7533,0.694124419682812,4.5063,,0.0517306807739212,0.418066666666667,,1.2449689619194,2.674881026,59.6647531360141,148.60130789,8.0389840239343,57.7240652033334,1.16965064638608,4.08467947366667,335.313199876391,0,0,0.536682199950405,0,0,1.50572579727419,0,0
4,2017-09-01,2017-09,2017,9,warmed,Wet,26.9546669444445,0.382883184305556,27.0278362361111,0.429819423888889,26.92662175,0.370772729166667,17.4496052083333,,,,,,,,,,,,,,,,,,,,,,,,36.0314302635767,426.460667733333,6.63049950893627,40.9968608833333,,0.195131548073433,-0.306594884,2.86029714867736,5.173576519,0.776194340906505,1.26640416133333,3.45763788588108,7.35229774666667,0.4112934887589,0.760910598333333,,,,,,,,0.371392142261161,11.5941333333333,0.184227042893635,5.23583333333333,,0.00397156560229507,0.451566666666667,,0.722889215296764,4.572804648,110.379272095137,479.885010033333,15.3923235903883,104.75632926,1.67091748795067,5.91969626966667,473.10971140514,47.3188947565926,0,0.127825423675203,0,0,0.53255368727729,0,0
5,2017-09-01,2017-09,2017,9,control,Wet,26.4298114166667,0.272683257021277,26.1826559861111,0.463601825555556,25.9375006388889,0.458368067083333,17.4995088571429,,,,,,,,,,,,,,,,,,,,,,,,18.7424016432478,334.030150266667,2.14863890313522,30.87347933,,0.183220785118192,-0.521970423666667,1.75786157105971,5.73536830933333,0.0486591895444284,1.385059811,3.31160744082223,6.65686689833333,0.383906558490891,1.139080144,,,,,,,,0.681896541517357,11.2613333333333,0.7006665493181,5.48103333333333,,0.0363332262995365,0.485466666666667,,0.390843653879047,4.62340816433333,38.4943098096192,462.925183833333,10.2779017372422,100.473971056667,0.663779920836574,7.71778934633333,146.649745046697,820.034180226812,8.3126568616837,2.01941650621856,0.0113168076047355,0,6.00466513575504,0.055753636332674,0
6,2017-09-01,2017-09,2017,9,warmed,Wet,26.7973183055556,0.399639124512535,26.6782410277778,0.419627870555556,26.5317630694444,0.411190118611111,41.9403916666667,,,,,,,,,,,,,,,,,,,,,,,,32.5896896481961,314.268583433333,5.74919662086391,22.18625722,,0.240255627220381,-0.101752213333333,1.05142254134947,2.53702981166667,0.17757070697818,0.840820008333333,2.3789840574012,6.80528624,0.0586489198966496,0.506386098333333,,,,,,,,1.23714958809892,11.4840666666667,1.35293947142263,5.73783333333333,,0.0618768400399805,0.495333333333333,,3.68876985965933,5.518519993,324.981529564881,497.2556204,13.3885896846102,90.3943322833333,1.34306812091182,5.782955289,435.726648218,32.7445248016114,0,4.37109526349422,0,0,4.07643956971568,0.087435247567565,0
1,2017-10-01,2017-10,2017,10,control,Wet,26.0833452822581,0.443316097311828,26.0522830107527,0.442843545295699,26.0371112768817,0.37971861733871,6.35200567567568,,,,,2.522,1.403,1.4516,0.0378,0.0407,0.0435,,,,,6.418,2.034,1.2096,0.09627,0.058986,0.036288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1801010534184,0,5.9584880524224,4.40092468816192,0,0,0.197732548825122,0,0
2,2017-10-01,2017-10,2017,10,warmed,Wet,26.0559698521505,0.425470989784946,26.1303664784946,0.440147699865591,26.2113055510753,0.43616392594086,,,,,,,4.064,1.8556,,0.0244,0.0557,,,,,,1.4302,0.8322,,0.0085812,0.024966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.450138439137,84.7519838368106,0,1.97943926686832,0.14095270525633,0,0,0,0.0313446260063776
3,2017-10-01,2017-10,2017,10,control,Wet,25.8193664112903,0.469552631048387,25.921336639785,0.452801021908602,25.9435797715054,0.465144742741935,5.08586124590164,,,,,2.232,1.5542,1.9878,0.0558,0.0435,0.0557,,,,,0.7554,0.2094,0.1968,0.018885,0.0058632,0.00550984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.662745289397,0,0,3.20557522138319,0,0,1.80953049959083,0,0
4,2017-10-01,2017-10,2017,10,warmed,Wet,25.9790374865591,0.411763719892473,26.2049413306452,0.441944751478495,26.2403955913979,0.385672859543011,,,,,,2.042,1.7152,,0.0613,0.036,,,,,,1.873,2.81,,0.05619,0.05901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.54241686691,47.3188947565926,0,2.42269634129902,0,0,0,0,0
5,2017-10-01,2017-10,2017,10,control,Wet,26.3657624193548,0.280933805149052,26.2428904435484,0.465683390860215,26.1676724462366,0.45746717889785,3.179435,,,,,,,1.3782,,,0.0413,,,,,,,0.5852,,,0.017556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.733972922171,806.07543506885,8.3126568616837,3.93050332091842,0,0,0.215025514731296,0.930583010530759,0
6,2017-10-01,2017-10,2017,10,warmed,Wet,25.9115753091398,0.429000041801075,25.888471922043,0.429264684408602,25.8053087634409,0.419711217876344,,,,,,,,1.6374,,,0.036,,,,,,,1.1996,,,0.0263912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.253969339882,32.5522988938562,0,8.52312852586921,0.0386129802031795,0,1.93504702767666,0.0228738807172464,0
1,2017-11-01,2017-11,2017,11,control,Wet,25.0053410778443,0.442518621856287,25.2790899706745,0.440897568328446,25.383768973607,0.370374568328446,5.32301157772622,,,,,2.04,1.0776,0.9154,0.0286,0.0334,0.0275,,,,,0.5978,3.32,2.634,0.0083692,0.10292,0.07902,,,,11.6895652145998,215.354328166667,3.09789857605796,23.1061836033333,,,,1.11167200412097,4.45046622233333,,,0.180982361846949,2.56914387533333,0.0382915014445167,0.0221076086666667,,,,,,,,0.444339198510927,10.0049333333333,0.695889002164378,4.04053333333333,,0.0529166325459208,0.4023,,0.478874478594548,4.96153575833333,36.7599529145535,432.087916266667,7.37123811425894,87.3575734133333,0.829676820914412,2.66024006833333,144.207764152735,13.7986644831045,9.57371628456505,4.12096804096214,1.88766446760759,0.825798192337955,0.143952244920479,0,0.0640883195755835
